code,partners
crolap1,soulap1:71:35 spblap1:67:2 blhlap1:66:5 blwlap1:66:9 rivlap1:65:0 yewlap2:65:0 soclap1:63:0 maslap1:62:0 whhlap1:61:12 watlap1:60:12 senlap1:60:2 lotlap1:59:4 brclap1:59:0 blaplo1:58:12 rewlap1:57:1 whtlap1:56:0 spwlap1:55:4 brwcou1:54:2 andlap1:54:0 gyhlap1:54:0 banlap1:53:0 pielap1:53:0 amgplo:50:0 lobplo1:47:0
crosan1,sposan1:72:80 blbsan1:59:0 chbsan:59:0 namsan1:57:0 yetsan1:56:0 dobsan1:56:0 blfsan1:56:0 fobsan1:55:0 madsan1:54:0 pitsan1:53:20 bursan1:52:0 paisan1:52:0 licsan1:51:0 tibsan1:49:0 palsan1:43:0
croslf1,varfly:76:39 wesfly:55:0 pinfly1:55:0 verfly:55:19 panfly1:54:0 broela1:54:0 grcfly:54:0 acafly:54:0 nutfly:54:0 brofly1:54:0 swafly1:54:0 yebfly:54:0 cooela1:53:0 venfly1:53:0 wilfly:53:3 acrtot1:53:0 pirfly1:53:6 flafly1:53:0 carela1:53:0 oliela1:53:0 leafly1:53:0 yucfly1:53:0 amsfly1:53:6 bncfly:53:0 suifly1:52:26
crowoo1,fotwoo1:90:43 vicwoo2:70:7 lotwoo2:65:0 vibhum1:64:32 shghum1:60:0 blchum1:60:3 sathum1:59:3 andeme1:58:7 mexwoo1:57:0 snbhum1:57:0 saseme1:57:0 buvhum1:56:0 azchum1:56:3 puchum1:56:0 chahum1:56:1 manhum1:55:0 blthum1:55:0 corhum1:55:0 vereme1:55:1 inchum1:55:0 grbhum1:55:0 brthum:54:0 glteme1:54:0 whbeme1:54:3
crpowl,capowl1:72:0 fepowl:72:67 amapyo1:68:0 leapyo1:68:0 tapowl1:66:0 anpowl1:66:0 afbowl1:66:0 supowl1:65:0 chbowl1:64:0 pepowl1:64:0 nopowl:63:0 yupowl1:63:0 pesowl1:62:0 junowl1:62:0 clopyo1:62:0 sjoowl1:62:0 aupowl1:60:0 lowowl1:58:0 asbowl1:58:0 eupowl1:57:0 uswowl1:56:0 copowl1:56:0 cupowl1:55:0 elfowl:54:33
crqdov1,gfqdov:67:0 wfqdov:62:0 ruqdov:61:100 kwqdov:61:0 brqdov1:60:0 sapqud2:59:0 lubhea1:56:0 pbqdov1:56:0 wfqdov1:55:0 viqdov1:55:0 cigdov2:55:0 sapqud1:55:0 minblh1:55:0 wtqdov1:54:0 bfqdov1:53:0 obqdov1:52:0 nebhea1:52:0 brgdov1:52:0 bhqdov1:51:0 sugdov1:51:0 dutdov1:50:0 latdov1:50:0 tuqdov1:50:0 liqdov1:50:0
crrmin1,rubmin1:75:50 commin1:72:38 dawmin1:68:0 shbmin1:66:0 punmin1:63:0 coamin1:59:0 gramin1:57:0 slbmin1:56:0 cammin2:54:0 thbmin1:52:0 firgat1:49:0 corcin1:49:0 crwcin1:48:0 buwcin1:47:0 hudcan1:47:0 lotcin1:47:0 ongtyr1:46:12 bubear2:46:0 shbcan2:45:0 olrcin1:45:0 sctear1:44:0 whwcin1:44:0 lalbru1:44:0 stbree2:44:0
crrtou1,souemt1:83:88 chttou3:64:2 blbtou1:61:0 noremt1:59:5 chttou2:58:0 grbtou1:54:0 yeetou1:45:0 cucara1:44:0 colara2:43:0 renara1:42:0 ivbara1:42:0 letara1:42:0 blnara1:42:2 fibara1:41:0 mabara1:41:0 gybmot1:41:0 pbmtou1:40:2 greara1:40:0 guitou1:40:0 cheara1:40:0 bbmtou1:39:0 spbtou1:39:0 goutou1:39:0 homtou1:39:0
crrwax1,comwax:79:44 fabwax1:67:0 bkrwax:66:11 arawax1:64:0 orcwax:63:0 kanwax1:56:0 blhwax1:56:0 blcwax2:56:0 yebwax2:55:11 rfcwin1:54:22 zebwax2:53:0 masfin1:53:0 swewax1:53:0 swewax3:53:0 gybmun1:53:0 reefir1:52:0 madmun1:52:0 yermun1:52:0 afrsil1:51:0 rebfir2:51:11 beafir1:51:0 rebfir1:51:0 pahmun1:51:0 snmmun1:50:0
crsbul1,orsbul3:62:0 strbul2:62:100 crvbul1:61:0 combul2:61:0 brbbul1:60:0 flabul1:59:0 spogre1:58:0 rewbul:58:0 whcbul2:58:0 revbul:57:0 yevbul1:57:0 livbul1:56:0 putbul1:56:0 chebul1:56:0 olibul1:55:0 sunbul3:55:0 swagre1:55:0 hongre1:55:0 ochbul2:55:0 cinbul1:54:0 gyebul1:54:0 chabul1:54:0 stbbul1:54:0 yewbul1:54:0
crseag1,orihob2:73:49 anseag1:69:3 phseag1:69:3 suseag1:67:0 moseag1:67:1 nicsee1:64:0 baseag1:62:0 coseag1:61:0 ruthaw1:60:0 rethaw:58:0 blyhae1:57:0 madcuh1:57:0 madbuz1:57:0 y00839:56:12 sulhae1:56:0 walhae1:55:1 faseag1:55:0 sqtkit1:55:0 combuz1:54:0 booeag1:54:0 meygos1:54:0 hawhaw:54:0 mouhae1:54:5 renbuz1:53:0 blakit1:52:11 blaeag1:43:14
crspar1,respar1:64:100 maspar2:52:0 aukpar1:47:0 blnpar1:43:0 maupar1:43:0 rewpar1:42:0 nicpar1:42:0 azrpar9:42:0 grbpar1:42:0 yeslor1:41:0 horpar2:41:0 derpar1:41:0 recpar1:41:0 mokpar1:40:0 phihap1:40:0 bchpar1:40:0 ythpar1:40:0 gfhpar1:39:0 alepar2:39:0 pakpar1:39:0 polpar1:39:0 mohpar1:39:0 suhpar1:39:0 pyghap1:39:0
crtwar1,wbtwar1:58:0 bkbtit3:56:0 whttit1:52:0 blttit2:51:0 whctit1:50:0 sootit1:50:0 bushti:48:0 lottit5:46:0 pygtit1:45:0 lottit1:44:0
crtwhe1,bcweye2:69:0 ciweye2:66:0 ceywhe1:65:0 ngweye1:65:0 serwhe1:64:0 togwhe1:64:0 bhweye1:63:0 swiwhe1:62:0 brweye1:62:0 sulwhe1:62:0 bfweye1:62:0 evweye1:62:0 bkrwhe1:61:0 cfweye1:61:0 silver3:61:0 madwhe1:61:0 gnbwhe1:61:0 warwhe1:61:0 blcspe1:61:0 sthwhe1:60:0 satwhe2:60:0 indwhe1:60:0 humwhe1:60:0 seywhe1:60:0
crvbul1,reebul1:79:63 olwbul1:66:19 yevbul1:63:0 crsbul1:61:0 combul2:61:0 brbbul1:60:0 capbul1:59:0 flabul1:59:0 crebul1:59:6 sthbul1:59:0 whcbul2:59:0 orsbul3:59:0 revbul:58:0 plagre2:58:0 chabul1:58:7 asfbul1:58:0 sohbul1:58:0 rewbul:57:0 whsbul1:57:0 blfbul1:57:0 ayebul1:57:0 buvbul1:56:6 livbul1:56:0 whbbul2:56:0
crwcin1,chwcin1:82:34 whwcin1:74:30 corcin1:69:3 buwcin1:67:16 gyfcin1:61:2 olrcin1:61:2 whbcin1:60:0 lotcin1:58:0 stbcin1:55:1 punmin1:53:1 commin1:52:0 dabcin1:52:2 baisan:51:1 roycin1:51:3 dawmin1:51:0 brbmoc1:51:4 coamin1:51:0 slbmin1:51:0 rubmin1:50:0 chbmoc1:49:1 gramin1:48:0 crrmin1:48:0 wrlrus1:48:0 shbmin1:48:0
crwfin2,greros1:56:33 desfin2:53:0 monfin2:52:0 trufin2:52:0 sinros1:51:33 purfin:50:17 casfin:50:0 gcrfin:49:0 brambl:49:0 eurlin1:49:17 palros2:49:0 tibros1:48:0 refros1:48:0 mouser2:48:0 hawfin:47:0 bcrfin:47:0 sthsee3:47:0 bkhcan2:47:0 comros:47:0 houfin:46:0 lotros1:46:0 pirros1:46:0 spefin1:46:0 whtcan1:46:0
crwwoo1,banwoo2:68:69 lesyel1:65:0 chtwoo1:62:25 lacwoo1:61:6 japwoo1:60:0 gyfwoo1:60:0 scbwoo1:58:0 sttwoo1:57:0 blhwoo1:56:0 levwoo1:56:0 stbwoo3:56:0 eugwoo2:56:0 greyel1:55:0 grnwoo3:55:0 recwoo2:53:0 oliwoo2:52:0 whbwoo7:52:0 goowoo1:51:0 grcwoo1:51:0 fibwoo1:51:0 tulwoo2:50:0 gogwoo1:49:0 gocwoo3:49:0 himfla1:48:0
cryfof1,plffal1:67:0 sbffal1:66:0 liffal1:64:0 buffal1:60:0 coffal1:58:0 baffal1:55:0 bankes1:52:0 dickes1:49:0 aushob1:49:0 orihob1:49:0 batfal1:48:0 perfal:48:0 spwfal2:48:0 afrhob1:48:0 eurhob:47:0 orbfal1:47:0 aplfal:46:0 amufal1:46:0 whrfal1:45:0 grykes1:45:0 merlin:44:0 renfal1:44:0 lagfal1:44:0 whffal1:44:0
crywar1,ranwar1:57:0 spetet1:55:100 thamno2:52:0 apptet1:47:0 gyctet1:43:0 wetjer2:42:0 lobber1:42:0 yeboxy1:42:0 whtoxy1:40:0
cssvir1,blbpep1:58:0 scsvir1:58:0 thbvir:56:0 chivir1:55:0 lesgre1:54:0 purvir1:54:0 cozvir1:53:0 rubpep1:53:0 rungre1:53:0 bkwvir:52:0 manvir1:52:0 ybsvir1:52:0 brcvir1:52:0 bucgre1:52:0 rucgre1:52:0 whevir:51:0 stavir1:51:0 gyegre1:51:0 hutvir:51:0 clishb1:51:0 whbshb1:51:0 lecgre2:51:0 blmvir1:51:0 buhvir:50:0 oliwar:47:100
cstdro1,fotdro5:88:65 shadro2:70:3 shidro1:65:0 vemdro6:64:0 credro1:64:0 brodro1:62:0 anddro1:59:0 bladro1:59:1 crbdro1:58:0 hacdro1:58:0 waldro1:58:0 whbdro1:57:0 sumdro1:57:0 suldro1:57:0 ashdro1:54:3 srldro1:53:0 lrtdro1:53:0 spadro1:52:0 grtdro1:51:6 ritdro1:51:0 slcbou1:50:3 sobfly1:48:11 asidrc3:47:6 bbgsta1:47:3
ctgsta1,phgsta1:72:0 prgsta1:56:0 sulmyn1:55:0 spgsta1:55:0 helmyn1:54:0 whbsta1:54:0 metsta1:53:0 gocmyn1:53:0 bbgsta1:53:0 sinsta1:53:0 chwsta1:52:0 capgls1:52:0 locmyn1:52:0 shasta2:52:0 pawsta1:52:0 brwsta1:52:0 asgsta1:52:0 abbsta2:51:0 shtsta1:51:0 yeesta1:51:0 walsta1:50:0 sohmyn1:50:0 golmyn1:50:0 rensta1:50:0
cthhue1,bthhue1:73:100 moutur1:54:0 rubtap1:53:0 siftap1:52:0 ruvtap1:51:0 ocftap1:50:0 lottap1:50:0 chutap1:50:0 nartap2:50:0 whctap1:49:0 ocetap1:48:0 spitap2:48:0 chotap1:47:0 boltap1:47:0 spobam1:46:0 brrtap1:45:0 pertap1:45:0 cartap1:44:0 blatap1:44:0 dustap1:44:0 samtap1:43:0 asctap1:43:0 upmtap1:43:0 stitap1:43:0
cubbla,gragra1:65:37 melbla1:59:0 scrbla1:55:4 comgra:53:4 jambla1:51:7 vefgra1:50:0 grtgra:50:19 bolbla1:50:0 giacow:49:0 ausbla1:49:0 cubcro1:49:15 chobla1:49:0 scrcac1:48:0 gotgra1:48:0 moucac1:48:0 shicow:47:15 brocow1:47:0 scrcow1:47:0 rercac1:46:0 forbla1:46:0 sobcac1:46:0 tasbla:46:0 rebgra1:46:0 gowcac1:45:0
cubblh1,comblh1:82:83 ruthaw1:54:0 blheag1:54:0 whnhaw2:53:0 galhaw1:53:0 easmah2:53:0 anseag1:52:0 loceag1:52:0 ruchaw1:52:0 meygos1:52:0 grbhaw1:51:0 augbuz2:51:0 spaeag1:51:0 hrshaw:51:0 shthaw:50:0 whrhaw1:50:0 blyhae1:50:0 moseag1:50:0 barhaw1:50:0 blagos1:50:0 rethaw:50:8 impeag1:49:0 crseag1:49:0 orihob2:49:0 reshaw:41:8
cubbul2,grabul1:66:0 purbul1:57:0 varsee3:53:100 shbgrf2:51:0 goctan1:50:0 bltgro2:49:0 scbtan2:49:0 leabul1:48:0 turtan1:48:0 slcgro1:48:0 bbbtan1:47:0 larcaf2:47:0 shbgrf3:47:0 bagtan2:47:0 soogra2:47:0 mouflo1:47:0 scttan1:46:0 gloflo1:46:0 whctan1:46:0 restan1:46:0 lbsfin1:46:0 cocfin3:46:0 mactan1:46:0 sbmtan1:45:0
cubcro1,whncro1:72:0 palcro1:71:0 labcro1:70:0 slbcro2:70:0 sincro1:70:0 y00743:68:0 slbcro3:68:0 rook1:67:0 torcro2:66:0 capcro2:66:0 tamcro:66:0 lobcro1:66:0 amecro:66:0 fiscro:66:0 houcro1:65:20 guacro1:64:0 torcro3:64:0 litrav1:63:0 whnrav1:63:0 jamcro1:63:0 forrav1:63:0 piecro1:63:0 chirav:62:0 comrav:62:0 cubbla:48:80
cubeme1,hiseme1:70:0 pureme1:64:0 cozeme1:57:0 grepuf1:56:0 ratcoq2:56:0 copeme1:56:0 caneme1:55:9 shteme1:55:0 butpuf1:55:0 grteme1:55:0 pubwhi1:54:0 brtcom1:54:0 nateme2:54:0 doecoq1:54:0 blccoq1:53:0 whccoq1:53:0 gareme1:53:0 ortsun1:52:0 hoapuf1:52:0 ruvwhi1:52:0 glbeme1:52:0 fescoq3:52:0 bucsap1:52:0 litsun1:52:0 bahwoo:52:18 beehum1:48:27 amahum1:44:9 wtmgem1:43:9 swthum1:42:9 fithum1:40:9 cubtod1:30:9
cubgna1,bkcgna:74:0 bktgna:71:0 trogna1:68:0 masgna1:68:0 guigna4:68:0 guigna3:67:0 buggna:66:0 whlgna2:66:0 calgna:63:0 sltgna1:61:0 crbgna1:60:0 trogna2:48:0 whlgna3:45:0 colgna1:37:0 tafgna1:34:0 lobgna5:34:0 lobgna4:33:0
cubgra,yefgra1:61:50 strsal1:51:0 chtsee1:49:0 bkfgra:49:0 ducgra2:47:0 leasal1:46:0 yesgro2:46:0 sutfin1:46:0 ptpfin1:45:0 cowfin1:45:0 blhsal1:45:0 yebsee1:45:0 docsee1:45:0 pebsee1:45:0 butsal1:44:0 yesgra1:44:0 grwsal1:44:0 batsee1:44:0 pabsee1:44:0 whtsee1:44:0 saffin:44:0 grpfin1:44:0 whcsee1:43:0 chyfin1:43:0 comyel:43:12 eurgre1:42:12 hoowar:41:12 banana:38:12
cubmar,carmar1:77:67 gybmar:73:11 purmar:69:0 soumar:68:0 sinmar1:66:0 galmar1:65:0 permar1:65:0 brcmar1:63:0 cavswa:52:22 wtbswa1:52:0 pebswa1:51:0 welswa1:51:0 whtswa2:50:0 mosswa2:50:0 whtswa3:50:0 cliswa:50:0 preswa2:49:0 pacswa5:49:0 sttswa2:49:0 soaswa2:49:0 tremar2:49:0 whrswa1:49:0 srwswa1:49:0 bawswa1:49:0
cubpar1,yebpar1:70:17 vinpar1:64:0 yehpar:61:0 licpar:60:0 tucpar1:60:0 retpar1:59:0 scnpar1:59:0 hispar1:58:0 whfpar1:58:0 blbpar1:58:0 renpar1:58:0 rebpar7:57:0 relpar10:57:0 respar2:56:0 meapar:56:0 recpar:55:0 bufpar:55:0 yelpar1:55:0 blcpar2:55:0 fespar1:54:0 ywcpar:54:0 orwpar:54:0 yenpar1:54:0 monpar1:52:17 schpar1:52:17 hispar:50:17 cubpar2:45:17 cubtod1:42:17
cubpar2,mitpar:66:0 grnpar:66:0 whepar2:65:0 hispar:62:0 scfpar2:60:0 rempar:58:50 oltpar1:55:0 crfpar:51:0 recpar3:51:0 tuipar1:50:0 brtpar1:50:0 ywcpar:50:0 pacpar1:50:0 cacpar1:49:0 suwpar1:49:0 plapar1:49:0 gycpar1:48:0 brhpar1:48:0 yenpar1:48:0 resmac2:48:0 cowpar1:48:0 gocpar2:48:0 whfpar1:48:0 goppar1:48:0 cubpar1:45:50
cubpew1,jampew1:71:12 tropew3:69:0 eawpew:67:6 hispew1:67:0 wewpew:66:0 grepew:64:0 ochpew1:63:0 olsfly:63:0 leapew1:63:0 lasfly:61:71 darpew1:59:0 sadfly1:57:0 yebcht1:56:0 smcpew1:55:0 ducfly:55:0 grcfly:54:0 wesfly:54:0 leafly1:54:0 venfly1:54:0 whtpew1:54:0 flafly1:54:0 whrfly:54:0 swafly1:53:0 yebfly:53:0 cubvir1:46:12
cubree1,yecspi2:61:38 sutspi1:57:12 palhor3:55:0 stbear2:54:0 stbree2:53:12 wibhor1:53:0 wrlrus1:52:0 bolear1:52:0 leshor1:51:0 grespi2:51:0 bcwspi1:51:0 batear1:50:0 stcspi2:50:12 chaear1:50:0 scawoo1:50:0 chbtho1:50:0 crehor1:50:0 ocbthi1:50:0 rawspi2:50:0 rocear1:50:0 whbfog1:49:0 stecan1:49:0 frbtho1:49:0 chospi2:49:0 sctear1:46:12 spispi1:41:12
cubscy1,rebscy1:70:0 brbscy1:70:0 blbscy1:65:0 grescy1:58:0 olbwoo1:56:0 spowoo1:56:0 monwoo1:56:0 ivbwoo1:55:0 spcwoo1:55:0 linwoo3:54:0 stbwoo2:54:0 elewoo1:54:0 blbwoo1:54:0 chrwoo1:53:0 ocewoo1:53:0 nobwoo1:53:0 cocwoo1:53:0 butwoo1:53:0 strwoo2:53:0 lotwoo4:53:0 scawoo2:52:0 ducwoo1:52:0 spiwoo1:52:0 whswoo1:52:0
cubsol1,andsol1:63:0 omao:58:0 rutsol1:57:0 brbsol1:56:0 varsol1:53:0 slcsol1:53:0 bkbthr3:52:0 fifthr1:52:0 blbthr1:50:0 fieldf:50:0 spgthr1:49:0 crbthr1:49:0 spwthr1:49:0 pabthr1:49:0 towsol:48:0 bbnthr1:48:0 ecuthr1:48:0 lotthr1:48:0 hauthr1:48:0 whnrob1:48:0 dasthr1:47:0 whtthr1:47:0 oltthr1:47:0 blfsol1:47:0 cubvir1:42:100
cubthr,benthr:81:21 crithr:79:11 grathr1:71:5 lecthr:63:0 calthr:62:4 lobthr:59:7 normoc:57:17 ocethr1:55:0 sagthr:53:2 brnthr:53:2 rocwre:53:1 cacwre:52:7 bahmoc:51:0 peethr1:51:0 whwdov:50:2 patmoc1:49:0 lotmoc1:48:0 chbmoc1:48:0 chimoc1:47:0 gratre1:47:0 hoomoc1:46:0 cantow:46:7 whbmoc1:45:0 gilfli:45:1 grtgra:44:11
cubtin1,orntin1:63:0 brutin1:63:0 vartin1:59:0 andtin1:58:50 tactin1:56:0 blctin1:55:0 thitin1:53:0 whbnot1:53:0 lesnot1:53:0 rustin1:52:0 pattin1:52:0 chitin1:52:0 darnot1:52:0 sponot1:52:0 yeltin1:52:0 gyltin1:52:0 dwatin1:52:0 rubsee2:51:50 rewtin1:51:0 reltin1:50:0 huatin1:50:0 quctin1:50:0 pabtin1:49:0 bartin2:49:0
cubtod1,purtod1:69:33 brbtod1:62:17 jamtod1:61:0 nabtod1:59:0 cubpar1:41:17 yebmag1:33:17 cubeme1:31:17
cubtro1,histro1:57:0 surtro1:49:0 blctro1:49:0 coltro1:43:0 battro1:43:0 eletro2:42:0 blttro1:42:0 moutro1:41:0 mastro1:41:0 rehtro1:41:0 maltro1:41:0 lattro1:41:0 bactro1:40:0 bkttro2:40:0 orbtro2:39:0 whitro1:39:0 bkttro6:39:0 buttro1:39:0 whttro1:39:0 diatro1:38:0 slttro1:38:0 grycat:38:100 baitro1:37:0 nartro1:37:0
cubvir1,slavir1:61:0 belvir:60:0 tepgre1:59:0 yucvir:59:0 jamvir1:58:0 dwavir1:58:0 phivir:58:0 purvir1:58:0 gryvir:57:0 flbvir1:57:0 warvir:57:0 stavir1:56:0 thbvir:55:0 manvir1:55:0 casvir:55:0 whevir:54:0 plsvir:53:0 bkcvir1:53:0 buhvir:53:0 grsbab1:53:0 brcvir1:52:0 hutvir:52:0 bkwvir:50:0 chivir1:50:0 cubpew1:49:33 oriwar1:49:33 cubsol1:42:33
cucara1,cheara1:74:38 colara2:68:0 renara1:68:12 letara1:68:12 fibara1:66:12 blnara1:65:0 mabara1:64:0 ivbara1:64:0 greara1:59:0 bbmtou1:48:0 rebtou2:47:12 yeetou1:46:0 guitou1:46:0 saftou2:45:0 goutou1:44:0 gybmot1:44:0 crrtou1:44:0 spbtou1:43:0 noremt1:43:0 rufhor1:42:12 whttou1:42:0 pbmtou1:42:0 goctou1:42:0 chttou3:42:0
cucjay1,plcjay1:73:43 whnjay1:70:32 blcjay1:64:16 cayjay1:62:0 tufjay1:61:0 whtjay2:61:0 purjay1:58:0 hoobut1:57:5 azujay1:56:0 aznjay1:54:0 whwmag1:54:0 viojay1:53:0 daujac1:53:0 pipcro1:52:0 whbtre1:51:0 pubjay1:51:0 sabjay:49:0 eurmag1:49:0 sponut1:49:0 yucjay1:49:0 bkbmag1:49:3 eurjay1:48:0 coltre1:48:0 rbbmag:48:0
cuckoo1,bervan1:46:50 madcuc1:43:50
cugwoo1,weiwoo1:55:50 goowoo1:53:25 grbwoo2:52:25 knywoo1:51:0 yeewoo1:50:0 litwoo2:50:0 grcwoo1:49:0 momwoo1:49:0 dofwoo1:49:0 gocwoo1:49:0 ocepic2:49:0 gotwoo1:49:0 rerwoo1:49:0 yucwoo:48:0 ellwoo1:48:0 antpic1:48:0 whswoo2:48:0 gocwoo2:48:0 nubwoo1:48:0 whwpic1:48:0 runwry1:47:0 oliwoo2:47:0 growoo1:47:0 babwoo2:47:0
cunant1,brbant1:68:0 samant1:67:0 rufant7:63:0 rufant2:63:0 tawant3:63:0 tepant1:62:0 sthant2:61:0 whtant2:61:0 bayant1:59:0 cheant2:59:0 bicant3:58:0 rutant5:58:0 antant1:57:0 thlant3:56:0 gynant1:56:0 varant2:56:0 thlant2:56:0 chcant2:55:0 whbant3:55:0 chnant1:55:0 mouant1:55:0 watant1:55:0 amaant1:55:0 rufant5:54:0
cupowl1,yupowl1:63:22 nopowl:58:0 anpowl1:56:0 capowl1:56:0 crpowl:55:0 leapyo1:53:0 amapyo1:53:0 pesowl1:52:0 balowl:51:67 sjoowl1:51:0 supowl1:50:0 pepowl1:50:0 chbowl1:49:0 junowl1:49:0 fepowl:49:0 afbowl1:49:0 asbowl1:47:0 eupowl1:47:0 recowl1:46:0 tapowl1:45:0 aupowl1:45:0 copowl1:43:0 clopyo1:38:0 lowowl1:37:0 burowl:21:11
cursan,dunlin:82:58 brbsan:63:5 sander:62:1 redkno:60:7 litsti:60:9 grekno:60:3 shtsan:59:2 stisan:58:0 rensti:57:2 norgre1:57:0 rocsan:56:0 pursan:56:0 spbsan1:56:0 ruff:56:12 wessan:56:0 pecsan:56:0 semsan:55:0 whrsan:55:0 baisan:55:0 lotsti:54:0 leasan:54:0 temsti:54:0 surfbi:53:0 redpha1:52:0
cutia1,viecut1:68:0 rubsib1:52:50 sttbar1:50:0 retmin1:49:0 chtmin1:49:0 strbar1:49:0 varlau1:47:0 moulau1:47:0 siemes1:46:0 hotbar1:46:0 spolau1:46:0 whesib1:46:0 grysib1:45:0 lenlau1:45:0 scamin1:45:50 blbsib1:44:0 ruclau1:44:0 bkclau2:43:0 kerlau2:43:0 blwmin1:43:0 spebar1:43:0 gycful5:42:0 bkbful1:42:0 barlau1:42:0
cutthr1,rehfin1:69:0 picmun1:58:0 afrsil1:58:0 diafir1:57:0 zebfin2:56:0 eapwhy1:56:29 indsil:56:0 reefir1:55:0 masfin1:55:0 gyhsil1:55:0 bkrwax:54:0 bltfin1:54:0 beafir1:54:0 quailf1:53:0 arawax1:53:0 blfmun1:53:0 lotfin1:52:0 dobfin1:52:0 javmun1:52:0 yermun1:51:0 comwax:51:0 snmmun1:50:0 bltmun1:50:0 madmun1:50:0 y00400:50:29 wbswea1:49:29 rebshr1:45:14
cuzbrf1,bcbfin1:66:0 slabru1:65:0 rbbfin1:64:0 antbrf1:64:0 apubrf1:62:0 yetfin1:62:0 rebfin1:61:0 bksbrf1:61:0 pnbfin1:59:0 whbfin1:59:0 wwbfin1:59:0 phbfin1:58:0 wnbfin1:58:0 yebbru2:56:0 bkfbrf1:56:100 tebfin1:56:0 smbfin1:54:0 rcgspa1:53:0 rcbfin1:52:0 rnbfin1:51:0 tribrf2:51:0 mobfin1:49:0 gnttow:49:0 wrbfin1:49:0
cvswar1,maswar1:66:0 sebwar1:65:0 miller:64:0 turwar1:63:0 leswar1:62:0 marwar3:62:0 aquwar1:61:0 sedwar1:61:0 orrwar1:60:0 manrew1:60:0 blrwar1:60:0 bbrwar1:60:0 padwar1:60:0 mouwar1:60:0 grswar2:59:0 weowar1:59:0 boowar1:58:0 hirwar1:57:0 eurwar1:56:0 eaowar1:56:0 clrwar1:56:0 blwwar1:55:0 sykwar2:55:0 barwar2:54:0
cwbros1,whbros1:76:9 bearos1:68:9 chbros1:66:17 spwros3:66:9 pirros1:65:0 thbros1:62:0 lotros1:61:0 remros1:60:0 darros1:60:9 strros1:60:0 palros2:58:0 comros:58:4 strsee1:58:9 crbfin3:57:0 tibros1:57:0 palros3:57:9 greros1:57:0 refros1:57:0 blyros1:55:0 sinros1:54:0 vinros2:54:9 spwros2:52:0 pibros2:52:0 mouser2:51:0 rubacc1:50:9 whbtit4:48:9
cypwar1,sarwar1:68:100 balwar1:65:0 menwar1:65:0 marwar1:65:0 ruewar1:64:0 leswhi4:63:0 reswar1:62:0 laywar2:62:0 barwar1:62:0 ruvwar2:62:0 banwar2:61:0 subwar8:61:0 eaowar2:60:0 grewhi1:59:0 triwar1:58:0 spewar2:58:0 darwar1:57:0 weowar2:57:0 brnwar1:55:0 subwar6:52:0 yemwar1:51:0 easwar1:50:0 asdwar1:50:0 dohthb1:47:0
cypwhe1,finwhe1:69:18 mouwhe2:68:0 varwhe1:67:18 piewhe1:66:9 bkewhe1:66:0 bkewhe2:66:18 humwhe2:65:0 norwhe:64:9 mouwhe5:63:0 hoowhe1:61:18 somwhe1:61:0 rerwhe1:61:0 retwhe3:61:0 deswhe1:59:0 isawhe1:58:0 whtwhe1:57:0 capwhe1:57:0 rebwhe2:55:0 mouwhe4:55:0 whinch1:54:9 retwhe2:54:0 anccha1:54:0 blacks1:53:0 whbbus4:52:0
dabcin1,gyfcin1:88:41 seacin1:77:23 roycin1:68:0 surcin1:63:0 buwcin1:62:20 blacin1:62:0 whwcin1:60:1 olrcin1:58:2 lotcin1:55:0 stbcin1:54:2 chwcin1:54:3 corcin1:53:0 shtstr1:52:0 whbcin1:52:0 crwcin1:51:2 yewbla2:50:2 pafear1:50:1 cipcan1:49:0 antspi1:48:0 chimoc1:48:3 spobar1:47:0 gufgle1:47:0 bltlea1:47:0 sptwoo1:47:0
dabcuc1,mancuc:71:20 bkbcuc:66:47 gyccuc:59:7 pebcuc1:55:0 yebcuc:54:7 jamlic1:54:0 hislic1:53:0 purlic1:50:0 grelic1:50:0 chbcuc4:49:0 babcuc4:49:0 dwacuc1:49:0 strcuc1:47:0 bkcdon:47:7 pavcuc1:46:0 guicuc1:45:0 lotmoc1:45:3 asccuc1:45:0 yevbul1:44:3 brucuc1:44:0 placuc1:43:0 dltcuc1:43:0 litcuc2:43:0 thbkin:42:7
dabhon1,brohon1:76:75 whthon2:69:0 olihon1:60:0 siehon1:60:0 sunhon1:59:0 moumel1:58:0 yeehon1:56:0 kanhon1:56:0 yeghon1:55:0 whcmyz1:55:0 obshon1:52:0 norwah1:51:0 litfri1:51:0 plahon1:51:0 yeshon1:51:0 olshon1:50:0 daehon1:50:0 grahon2:50:0 tachon1:49:0 blthon1:49:0 pubhon1:48:0 grahon3:48:0 bkffri1:48:0 meyfri1:48:0 barhon2:47:25
dabros1,pibros2:69:30 darros1:61:15 spwros2:57:6 comros:57:21 blaros1:55:6 vinros2:54:0 vinros3:53:0 spwros3:50:0 bearos1:50:0 plmfin1:48:12 chbros1:48:0 pirros1:48:0 palros2:47:0 purfin:46:0 thbros1:46:0 refros1:46:6 spefin1:46:0 whbros1:46:0 cwbros1:45:0 gonfin1:45:0 strros1:44:0 brambl:44:0 whtrob2:44:3 casfin:44:0
