code,partners
trimun,chemun:83:58 chbmun1:68:0 whcmun1:66:0 ficmun1:66:3 whrmun:65:27 nutman:63:10 gycmun1:63:0 hoomun1:61:0 yermun1:58:0 gramun1:58:0 blfmun1:57:0 whhmun1:57:0 gyhmun1:56:0 pahmun1:55:0 bltmun1:55:2 javmun1:55:0 snmmun1:55:0 blbmun1:54:0 whbmun1:54:0 bltfin1:54:0 gybmun1:53:0 motmun1:50:0 bawman1:50:0 bismun1:49:0
tripet1,atlpet1:64:33 herpet2:60:0 motpet:57:0 solpet1:56:0 murpet:55:0 soppet1:54:0 phopet1:54:0 whnpet:53:0 barpet1:53:0 bkwpet:51:0 kerpet:51:0 bonpet:51:0 feapet3:50:0 grwpet3:50:0 coopet:49:0 maspet3:48:0 whhpet1:47:0 goupet1:47:0 galpet:47:0 jufpet:47:0 chapet1:46:0 colpet1:46:0 berpet:45:0 pycpet1:44:0 greshe:36:33 grapet:34:33
trista1,rewsta1:80:79 somsta1:68:21 walsta1:66:0 chwsta1:66:0 whbsta1:66:0 pawsta1:65:0 slbsta1:64:0 brcsta1:63:0 neusta1:62:0 helmyn1:56:0 natsta1:55:0 stusta1:55:0 brwsta1:55:0 sulmyn1:55:0 whcsta2:54:0 molsta1:54:0 prgsta1:54:0 atosta1:54:0 sinsta1:53:0 rensta1:53:0 lotsta1:53:0 metsta1:53:0 colmyn1:53:0 sacsta1:52:0
tritap1,tsctap1:69:0 cartap1:67:0 ecutap1:66:0 diatap2:63:0 blatap1:62:0 samtap1:61:0 upmtap1:60:0 brrtap1:60:0 pertap1:59:0 dustap1:59:0 boltap1:58:0 nartap2:58:0 chotap1:58:0 moctap1:58:0 magtap1:57:0 blatap2:57:0 stitap1:57:0 unitap1:57:0 mattap1:57:0 spitap2:57:0 martap1:57:0 platap1:56:0 mertap1:56:0 ruvtap1:55:0
triwar1,spewar2:70:29 darwar1:68:57 grewhi1:63:14 menwar1:63:0 sarwar1:62:0 subwar8:62:0 marwar1:61:0 balwar1:61:0 ruvwar2:61:0 banwar2:59:0 ruewar1:59:0 cypwar1:58:0 brnwar1:58:0 laywar2:56:0 leswhi4:55:0 reswar1:54:0 asdwar1:53:0 yemwar1:52:0 taiful1:52:0 barwar1:52:0 subwar6:52:0 weowar2:51:0 eaowar2:51:0 gobful1:51:0
trobou1,gabbou1:91:46 soubou1:73:20 zanbou1:71:1 turbou1:70:0 trobou2:69:6 renbus1:64:0 brabus1:63:0 luebus1:62:1 blbpuf2:60:10 blhgon1:60:0 crbgon1:59:0 slcbou1:59:0 mosbou1:59:0 soobou1:58:0 fuebou1:58:0 comgon1:58:0 whihel1:58:1 papgon1:57:0 mosbou4:56:0 gygbus1:56:0 reepuf1:56:0 yebbou1:55:0 norfis1:54:13 magrob:54:1
trobou2,trobou1:78:44 gabbou1:75:22 zanbou1:74:0 soubou1:72:11 turbou1:71:0 luebus1:66:0 brabus1:66:0 renbus1:65:0 mosbou1:62:0 fuebou1:60:0 blhgon1:60:0 soobou1:59:0 papgon1:59:0 crbgon1:59:0 yebbou1:59:0 slcbou1:58:0 mosbou4:57:0 reepuf1:56:0 comgon1:55:0 gygbus1:55:0 blbpuf2:55:0 norpuf1:53:0 soufis1:50:11 brubru1:50:0 norfis1:50:11
trogna1,trogna2:85:45 masgna1:75:29 whlgna2:72:8 crbgna1:71:0 guigna3:70:0 bktgna:70:0 bkcgna:69:0 cubgna1:68:0 sltgna1:66:0 buggna:64:2 guigna4:64:0 calgna:64:0 whlgna3:49:0 fotfly:49:2 whbtan1:47:4 hootan1:46:4 bicwre1:44:2 colgna1:41:0 tafgna1:39:0 lobgna5:37:0 cinbec2:36:4 lobgna4:34:0
trogna2,whlgna2:88:42 trogna1:70:18 buggna:64:19 whlgna3:59:11 guigna3:53:0 crbgna1:52:0 bkcgna:52:0 sltgna1:51:2 calgna:49:0 bktgna:49:0 guigna4:49:0 cubgna1:48:0 masgna1:45:0 lesgre1:29:2 chswar:24:1 tromoc:21:2 tuftit:21:1 lobgna5:21:0 lobgna4:21:0 bludac1:19:1 colgna1:19:0 tafgna1:18:0 varsee3:17:2 trokin:17:1
trokin,caskin:83:18 coukin:81:13 weskin:76:19 whtkin1:74:6 thbkin:62:3 sntkin1:61:2 grekis:59:11 grcfly:56:1 grykin:55:2 cattyr:55:12 gocfly1:55:0 socfly1:54:8 easkin:54:0 whrfly:54:0 logkin:53:0 ducfly:53:1 grcfly1:52:4 giakin1:52:0 venfly1:51:0 grefly1:51:0 panfly1:51:1 swafly1:51:0 bncfly:51:0 strfly1:51:0
tromoc,normoc:90:86 chamoc2:64:0 hoomoc1:62:0 galmoc1:61:0 chamoc1:59:0 chbmoc1:58:9 lotmoc1:58:2 bahmoc:58:0 brbmoc1:58:1 whbmoc1:57:0 patmoc1:57:0 barwar1:56:0 karcha1:55:0 chimoc1:54:0 grycat:54:0 logshr:54:1 fiediu1:53:0 sagthr:52:0 rocnut1:52:0 whrmon2:52:0 ashfly1:51:0 yucwre1:51:0 grymon1:50:0 buggna:48:0
tropar,norpar:84:74 stlwar:65:0 magwar:64:3 adewar1:63:0 barwar:62:0 olcwar1:60:0 grawar:60:0 towwar:59:0 kirwar:58:0 btnwar:58:0 yetwar:57:0 prawar:57:1 gchwar:57:0 herwar:57:0 pinwar:56:0 crcwar:56:3 bkbwar:55:3 chswar:55:0 camwar:55:0 btbwar:55:0 canwar:55:0 yerwar:55:1 yetwar3:54:0 pluwar1:54:0 sltred:45:15
tropew3,cubpew1:69:0 hispew1:69:0 eawpew:69:8 jampew1:67:0 wewpew:64:0 leapew1:63:0 olsfly:62:0 grepew:61:8 darpew1:59:0 ochpew1:58:0 smcpew1:58:0 easpho:57:8 venfly1:57:0 hamfly:57:0 whtpew1:57:0 ducfly:57:0 swafly1:57:0 wesfly:56:0 acafly:56:0 grefly1:56:0 sadfly1:56:0 dusfly:55:0 pinfly1:55:0 olcfly1:54:0 eulfly1:53:17 spofly1:51:42 gramou1:50:17
tropig1,bolpig1:69:0 laupig1:63:0 aswpig1:61:0 metpig1:60:0 compig1:59:0 delpig1:59:0 campig1:58:0 rocpig:58:30 anwpig1:58:0 satpig1:58:0 whnpig1:57:0 rampig1:57:0 pacpig1:56:0 marpig1:55:0 afepig1:55:0 rudpig:55:0 cowpig1:55:30 gryimp1:54:0 brnpig1:54:0 lemdov2:54:0 slacud1:54:0 peipig1:54:0 wtqdov1:54:20 yelpig1:54:0 whcpig2:45:10 reedov1:39:10
trosee1,plusee1:70:0 docsee1:65:0 blbsee2:63:0 grysee1:63:0 temsee1:63:0 slcsee1:62:0 dubsee1:61:0 whtsee1:59:0 rucsee1:59:0 pabsee1:58:0 chtsee1:58:0 wibsee1:58:0 whbsee1:57:0 tabsee1:57:0 rursee1:57:0 datsee1:57:0 pebsee1:56:0 marsee1:56:0 linsee1:55:0 chesee1:55:0 unifin1:55:0 chbsee1:55:0 yebsee1:54:0 bufsee1:54:0
troshe4,pershe1:59:0 troshe5:58:0 audshe:58:0 audshe3:57:0 litshe1:56:0 litshe8:54:0 litshe2:54:0 litshe4:50:0 manshe:50:0 flushe1:46:0 medshe1:45:0 chrshe:45:0 hutshe1:44:0 bkvshe:44:0 balshe1:42:0 towshe2:42:0 heishe1:39:0 bulshe:34:0 salpri3:33:0 shtshe:32:0 blupet1:32:0 sooshe:30:0 slbpri1:30:0 greshe:29:0
troshe5,pershe1:65:25 audshe3:58:0 troshe4:58:0 litshe8:55:0 litshe2:55:0 audshe:55:0 manshe:55:25 litshe1:54:0 litshe4:53:0 flushe1:45:0 medshe1:45:0 hutshe1:44:0 towshe2:44:0 chrshe:43:0 wetshe:42:50 bkvshe:42:0 balshe1:41:0 heishe1:40:0 bulshe:33:0 salpri3:31:0 shtshe:30:0 sooshe:30:0 becpet1:29:0 greshe:28:0
trpgua1,butpig1:66:100 rtpgua1:66:0 bfpgua1:62:0 dulgua1:55:0 spigua1:54:0 whcgua1:54:0 whwgua1:54:0 cregua1:53:0 whbgua1:52:0 rumgua1:52:0 margua1:50:0 blagua1:50:0 refgua1:47:0 watgua1:47:0 siwgua1:45:0 crecur2:44:0 watcur1:44:0 salcur1:44:0 horgua1:43:0 baugua1:43:0 bafcur1:43:0 colcha1:42:0 chbgua1:42:0 bubcur1:41:0
trsowl,pasowl4:84:18 easowl1:76:9 vesowl:74:8 lotsco1:73:7 bkcsco1:71:3 strowl1:69:14 tabsco1:68:2 eursco1:68:12 mofsco1:67:0 besowl:67:0 whsowl1:67:0 clfsco1:67:0 bssowl:65:4 foosco1:65:0 versco2:64:7 wesowl1:64:0 basowl:63:0 persco1:62:0 rufsco1:62:0 whtsco1:62:2 koesco1:62:0 burowl:61:12 insowl1:61:0 cosowl1:60:2
trspet,swspet:66:100 maspet2:58:0 maspet:56:0 cavstp1:55:0 barpet:55:0 leastp5:54:0 lcspet:54:0 ftspet:54:0 asspet:54:0 bkspet:52:0 rispet1:48:0 wrspet:46:0 bripet:45:0 monstp1:44:0 lsspet:44:0
trufin2,monfin2:68:11 desfin2:62:22 sinros1:58:11 palros3:54:0 thblar1:52:11 crwfin2:52:0 deslar1:52:11 houfin:51:6 origre:50:0 palros2:50:0 yemlin1:49:0 eurgre1:49:0 eurlin1:49:0 greros1:49:0 bkhcan2:49:0 casfin:48:0 comcan:48:6 eurbul:48:17 sthsee3:48:0 horlar:48:6 capcan1:48:0 yemser1:48:0 plmfin1:48:0 comros:48:0
truhor1,sichor1:82:37 bawhor2:72:16 piphor1:68:5 bnchor1:63:0 whthor1:61:0 crohor1:55:26 blchor1:55:0 sulhor1:54:0 orphor1:54:11 rhihor1:54:0 plphor1:54:0 palhor1:53:0 blyhor1:53:0 luzhor1:52:5 minhor2:52:0 blahor1:52:0 afphor3:52:0 wrehor1:51:0 sumhor1:51:0 tarhor1:51:0 wrihor2:51:0 yechor1:51:0 runhor1:50:0 maphor1:50:0
truman1,glmman2:63:50 crcman2:59:0 jobman1:55:0 paradi2:49:0 shtpar1:48:0 splast1:44:0 arfast1:44:0 ausbrt1:44:25 prsast1:43:0 wespar1:43:0 spadro1:41:25 bbopar1:40:0 lawpar3:39:0 grsbop1:38:0 magrif3:38:0 parrif1:37:0 kospar1:37:0 wbopar1:36:0 carpar1:36:0 blasic1:35:0 vicrif1:35:0 ritast1:34:0 lesbop1:33:0 brosic1:33:0
truswa,tunswa:93:55 mutswa:89:42 whoswa:74:1 blnswa2:66:0 cosswa1:50:0 greegr:48:0 rosgoo:46:0 litegr:44:0 whocra:43:0 grefla3:42:0 reccra1:40:0 snogoo:39:1 sancra:38:0 grbher3:38:0 buffle:38:0 radshe1:38:0 andgoo1:37:0 comshe:37:0 comduc2:36:0 commer:36:0 whbnut:36:0 canvas:35:0 smew:35:0 copgoo1:35:0
truter,soater1:80:23 santer1:68:14 antter1:67:0 gubter2:67:26 forter:66:12 roster:64:0 blnter1:64:0 whfter1:63:0 eleter1:62:6 chcter2:61:0 leater1:61:0 blbter1:60:0 litter1:59:0 faiter2:59:0 sauter2:57:0 royter1:56:1 damter2:56:0 ivogul:54:0 caster1:54:0 yebter2:54:6 whiter3:54:0 comter:53:3 brhgul2:53:9 kerter1:52:0
tsasun1,vibsun2:77:33 marsun2:72:33 palsun2:69:0 bkbsun1:68:0 pubsun4:67:0 neesun2:66:0 pemsun2:65:0 shisun2:64:0 shesun2:64:0 oussun2:64:0 copsun2:64:0 recsun2:63:0 maysun2:62:0 beasun1:62:0 ortsun3:62:0 varsun2:61:0 sousun2:60:0 mdcsun1:60:0 dussun2:58:0 miosun3:58:0 splsun2:58:0 lobsun2:58:0 whbsun2:57:0 edcsun3:57:0 brosun1:55:33
tsctap1,tritap1:69:0 cartap1:66:0 ecutap1:66:0 dustap1:62:0 blatap1:60:0 martap1:59:0 diatap2:59:0 boltap1:58:0 samtap1:58:0 chotap1:57:0 upmtap1:56:0 nartap2:56:0 moctap1:56:0 magtap1:54:0 brrtap1:54:0 partap1:54:0 pertap1:54:0 unitap1:54:0 stitap1:54:0 ruvtap1:54:0 spitap2:53:0 mattap1:53:0 platap1:53:0 partap2:52:0
tstlar1,mstlar1:99:37 gstlar1:74:30 lstlar2:61:5 skylar:54:19 sstlar1:51:0 sanlar1:46:0 sstlar4:42:0 humlar1:39:0 callar1:39:10 tawlar1:38:0 rutlar2:37:0 blalar2:36:0 reclar1:36:0 blalar4:36:0 orisky1:34:0 batlar1:33:0 temlar1:33:0 horlar:33:0 sunlar1:33:0 beslar1:32:0 whtlar1:32:0 cbslar1:32:0 faclar8:32:0 blalar1:32:0
tuasan1,temsti:51:0 comsan:50:0 solsan:50:0 leasan:49:0 sposan:49:0 lotsti:47:0 comred1:47:0 shtsan:47:0 baisan:47:0 spbsan1:46:0 woosni1:46:0 amawoo1:45:0 willet1:45:0 snisni1:45:0 swisni1:44:0 woosan:44:0 comsni:44:0 andsni1:44:0 rudtur:44:0 semsan:44:0 madsni1:43:0 nobsni1:43:0 stisan:43:0 pursan:43:0
tubmot1,bucmot2:61:71 kebmot1:50:1 bucmot1:50:5 todmot1:49:1 brbmot1:47:2 bucmot3:47:7 rucmot1:44:3 bltmot1:42:0 higmot1:42:2 rufmot1:40:0 bucmot4:40:5 trimot1:39:1 wehpit1:36:1 blgtan1:32:1 yucjay1:31:1 sctfly:31:0 rinkin1:29:0 noremt1:29:1 grtgra:28:0 rucmot2:21:0
tucpar1,respar2:65:0 blbpar1:61:0 yebpar1:61:0 vinpar1:61:0 yelpar1:61:0 cubpar1:60:0 retpar1:59:0 whfpar1:58:0 rebpar7:58:0 scnpar1:58:0 licpar:58:0 blcpar2:57:0 renpar1:57:0 ywcpar:57:0 yehpar:57:0 relpar10:56:0 resmac2:56:0 bufpar:55:0 orwpar:54:0 spwpar2:54:0 teppar1:53:0 yenpar1:53:0 fespar1:53:0 hispar1:53:0
tufant1,latant1:75:50 gloant1:53:0 ribant1:52:0 blhant2:52:0 fasant1:52:0 eaafie1:52:0 fbfeye1:51:0 jetant1:51:0 oceant1:51:0 wsfeye1:51:0 bicant4:51:0 blabus1:51:0 zelant1:50:0 blaant1:50:0 cocant1:50:0 casant1:49:0 immant1:49:0 bamant1:49:0 batant2:49:0 serant4:48:0 giaant2:48:0 rwbeye1:48:0 bkcant2:48:33 dowant1:48:0 chbant2:39:17
tufcoq1,spacoq1:71:100 doecoq1:67:0 fricoq1:66:0 ruccoq1:65:0 whccoq1:63:0 blccoq1:61:0 peacoq1:60:0 fescoq3:57:0 emchum1:51:0 bumhum:49:0 anchum1:49:0 withum1:49:0 grbfir1:49:0 rufsab1:49:0 scihum1:48:0 cubeme1:48:0 grteme1:48:0 bubsab1:48:0 butpuf1:48:0 plover3:48:0 shteme1:48:0 wictho2:48:0 copeme1:48:0 hiseme1:47:0
tufduc,gresca:89:48 rinduc:77:18 lessca:70:7 baepoc1:66:1 ferduc:66:7 nezsca1:65:2 wheduc1:63:1 compoc:63:6 redhea:62:0 canvas:57:0 soupoc1:57:0 comgol:54:9 robpoc1:54:0 speeid:52:0 blksco1:52:0 steeid:52:0 blhduc1:52:0 whwsco3:52:0 sursco:52:0 pabduc1:51:0 blbduc1:51:0 bargol:51:0 isbduc1:49:0 whbduc1:49:0
tuffly,bubfly:66:54 olifly2:64:0 grepew:59:32 cinfly2:54:7 leapew1:53:0 jampew1:52:0 yebcht1:51:0 mccfly1:51:0 surfly1:51:4 ochpew1:51:4 cubpew1:51:0 tropew3:51:0 eawpew:50:0 rbctyr1:50:0 boptyr1:50:0 yetspa1:50:0 tacfly1:50:0 paltyr4:50:0 dorcht1:50:0 incfly1:50:0 ocbfly1:50:0 bbctyr1:50:0 stnfly1:49:0 wewpew:49:0
tufjay1,whtjay2:72:33 plcjay1:69:0 blcjay1:67:0 cayjay1:64:0 whnjay1:63:0 cucjay1:61:0 sabjay:57:0 pubjay1:56:0 bucjay1:55:0 azujay1:55:0 aznjay1:55:0 viojay1:53:0 purjay1:52:0 grnjay:52:0 yucjay1:52:0 sitjay1:50:0 whbtre1:50:0 whwmag1:50:0 btmjay:49:67 whtjay1:49:0 coltre1:48:0 azhjay1:48:0 rbbmag:47:0 daujac1:47:0
tufpuf,horpuf:73:55 atlpuf:61:11 rhiauk:44:11 blkoys:43:1 parauk:41:0 musduc:38:1 sursco:38:2 cramur:35:0 creauk:34:0 commur:32:14 leaauk:32:0 casauk:31:0 blkgui:31:0 ancmur:30:0 whiauk:30:0 piggui:30:1 japmur1:29:0 xanmur2:29:0 xanmur1:29:0 spegui1:28:0 kebtou1:28:2 razorb:28:0 thbmur:27:0 doveki:27:0
tuftit,blctit4:91:44 britit:61:0 carchi:57:10 bkcchi:57:7 juntit1:57:0 whbnut:55:11 mexchi:54:0 lucwar:53:0 oaktit:53:4 easpho:52:4 gretit1:52:0 warvir:52:1 somtit3:52:0 gretit2:51:0 normoc:51:12 borchi2:51:0 yectit1:51:0 somtit4:51:0 indtit1:50:0 ashtit2:50:0 stbtit2:50:0 bkbtit2:50:0 gyhchi:50:0 daejun:50:7
tugjay1,xigjay1:54:0 mogjay1:54:0 irgjay1:52:0 stbcro1:50:0 clanut:45:0 azwmag3:45:0 gryjay:44:0 blujay:44:0 azwmag2:43:0 eurjay1:42:0 ruftre2:41:0 flsjay:41:0 cowscj1:41:0 whwmag1:41:0 wooscj2:40:0 bortre1:39:0 blhjay1:39:0 issjay:39:0 hoocro1:39:0 coltre1:39:0 hootre1:39:0 mexjay4:38:0 cucjay1:38:0 whtjay2:38:0
tui1,nezbel1:63:50 kokako3:48:3 arfhon1:47:0 redwat1:45:0 shbmel1:44:0 whfhon1:44:0 smohon1:44:0 bruwat1:43:0 belmel1:42:0 eurjac:42:1 blemin1:42:0 banhon1:42:0 cibmel1:41:0 nezpig2:41:25 strhon1:41:0 litwat1:41:0 eunhon1:41:0 eurbla:41:11 blbhon1:41:0 rubhon1:41:0 eursta:41:10 brihon1:41:0 rushon1:40:0 asfblu1:40:1
tuipar1,cowpar1:76:43 yecpar:67:7 gycpar1:64:0 plapar1:64:0 orcpar:63:0 ywcpar:60:29 gowpar2:56:0 whfpar1:54:0 hispar:54:0 buwpar3:53:0 yehpar:53:0 yebpar1:53:0 scnpar1:53:0 suwpar1:53:0 whwpar:53:0 grrpar1:52:7 sahpar1:52:0 rufpar2:52:0 irilor1:52:0 recpar3:52:0 bufpar1:52:0 respar2:51:0 yenpar1:51:0 teppar1:51:0 shtpar2:48:14
tulwoo2,grbwoo2:68:0 momwoo1:65:0 knywoo1:64:0 brewoo1:63:0 gotwoo1:62:0 benwoo1:61:0 fiswoo1:61:0 ellwoo1:57:0 nubwoo1:57:0 reiwoo1:56:0 lacwoo1:56:0 gyfwoo1:55:0 whbwoo7:55:0 yetwoo1:55:0 gabwoo1:54:0 japwoo1:54:0 gyhwoo1:54:0 dofwoo1:54:0 babwoo2:54:0 grnwoo3:53:0 goowoo1:53:0 oliwoo2:53:0 melwoo1:53:0 gogwoo1:53:0
tumfin1,barwaf1:61:0 comfin1:60:0 rubhem1:57:0 rbwfin1:56:0 bowfin1:54:0 barwaf2:52:0 cbmfin1:52:0 mccfin1:50:0 rrwfin1:50:0 rbifin1:49:0 ciwfin2:48:0 parsee1:48:0 cowfin1:46:0 gywinf1:46:0 plsfin1:45:0 grasal3:45:0 greflo1:45:0 grifin1:44:0 bcwfin2:44:0 bbbtan1:44:0 surtan1:43:0 bcwfin1:42:0 crbtan1:42:0 bratan1:42:0 chyfin1:38:100
tumhum1,spthum2:69:0 bufhum1:62:0 olshum1:59:0 vichum:55:0 manhum1:54:0 gawhum1:54:0 coshum:53:0 broinc2:53:0 putwoo1:53:0 blchum1:52:0 whthil2:52:0 tepgol1:52:0 whtgol1:52:0 rufsab1:52:0 berhum:52:0 shtwoo1:52:50 pucwoo1:52:0 broinc1:51:0 matwoo1:50:0 bubsab1:50:0 gybsab1:50:25 sathum1:50:0 calhum:50:0 hoovis2:50:0 pershe2:46:25
tumspa1,stcspa3:60:0 rucspa1:55:100 sthspa1:55:0 citspa1:51:0 graspa:51:0 ruwspa:51:0 whcspa:50:0 yebspa1:49:0 henspa:48:0 blcspa1:48:0 fiespa:47:0 casspa:47:0 amtspa:47:0 graspa1:47:0 larspa:47:0 baispa:47:0 nstspa:46:0 whtspa:46:0 simspa1:46:0 clcspa:46:0 botspa:46:0 oaxspa1:46:0 brispa1:46:0 brespa:45:0
tumswa1,chiswa1:67:0 manswa1:65:0 whrswa1:65:0 treswa:64:0 bahswa:63:0 golswa1:62:0 vigswa:61:0 whwswa1:61:0 blcswa2:58:0 tremar2:57:0 bawswa1:57:0 sttswa2:57:0 andswa2:57:0 soaswa2:56:0 blcswa1:55:0 faimar2:55:0 sinmar1:55:0 nrwswa:54:0 gyrswa1:54:0 whtswa1:54:0 pebswa1:54:0 pafswa1:54:0 welswa1:54:0 whtswa3:53:0
tumtyr2,gobcht1:54:0 yebcht1:54:0 stnfly1:53:0 banana:53:100 ducfly:53:0 pictyr1:53:0 whttyr2:53:0 platyr1:52:0 dorcht1:52:0 purfly1:52:0 dusfly:52:0 paltyr4:52:0 paefly1:52:0 tropew3:52:0 paltyr5:52:0 wesfly:52:0 jelcht1:52:0 nosfly1:52:0 sadfly1:51:0 yucfly1:51:0 swafly1:51:0 grcfly:51:0 verfly:51:0 venfly1:51:0
tunbeg1,taibeg1:86:94 pifgoo:72:2 gwfgoo:69:2 lwfgoo:68:0 bahgoo:66:0 gragoo:65:2 cacgoo1:60:0 swagoo1:58:0 snogoo:56:0 cangoo:55:0 hawgoo:54:0 brant:54:0 empgoo:53:0 uplgoo1:52:0 manduc1:52:0 buwgoo1:51:0 bargoo:51:0 ashgoo1:51:0 flystd1:49:0 spwduc1:49:0 ruhgoo1:49:0 rebgoo1:48:0 falstd1:47:0 andgoo1:47:0
tunswa,truswa:93:58 whoswa:85:27 mutswa:75:13 blnswa2:64:0 cosswa1:49:0 greegr:48:0 rosgoo:46:0 blhibi1:45:0 snoegr:44:0 sibcra1:42:0 norgan:40:0 sancra:40:0 snogoo:39:2 buffle:38:0 comshe:37:0 andgoo1:37:0 commer:37:0 radshe1:36:0 canvas:35:0 scsmer1:35:0 smew:35:0 swagoo1:35:0 comduc2:34:0 copgoo1:34:0
tuqdov1,rcqdov1:65:0 pbqdov1:64:0 bfqdov1:62:0 wtqdov1:61:0 wfqdov1:58:0 sapqud2:57:0 liqdov1:57:0 chqdov1:52:0 kwqdov:52:0 sugdov1:50:0 crqdov1:50:0 squpig1:49:0 viqdov1:48:0 bfgdov1:48:0 sapqud1:48:0 begdov1:48:0 lemdov2:48:0 cigdov2:48:0 brgdov1:48:0 parpig1:48:0 pinpig2:48:0 wonpig1:48:0 brqdov1:48:0 bhqdov1:47:0
turbou1,zanbou1:73:0 trobou2:71:0 trobou1:70:0 gabbou1:69:0 soubou1:68:0 renbus1:67:0 brabus1:65:0 luebus1:64:0 slcbou1:61:0 mosbou1:60:0 papgon1:59:0 fuebou1:59:0 comgon1:59:0 yebbou1:58:0 blhgon1:58:0 crbgon1:58:0 gygbus1:57:0 soobou1:57:0 mosbou4:56:0 blbpuf2:54:0 reepuf1:53:0 norpuf1:52:0 norfis1:50:100 wisbou1:50:0
turcot1,lovcot1:73:25 blucot1:73:25 pltcot1:69:50 bancot1:62:0 spacot1:61:0 pubcot1:60:0 whwcot1:48:0 whtcot1:44:0 blfcot1:43:0 putcot1:43:0 reccot1:43:0 pomcot1:43:0 rebfru1:42:0 whccot1:42:0 banfru1:42:0 rocpih1:41:0 chccot1:40:0 chcpih1:40:0 scafru1:39:0 bavcot1:39:0 duspih1:39:0 whtpla1:39:0 civpih1:38:0 scrpih1:38:0
turdac1,blfdac1:69:0 yebdac1:61:0 blldac1:60:0 sctdac1:60:0 whbdac1:58:0 bludac1:56:0 virdac1:56:0 scbdac1:52:0 swatan1:50:100 siltan1:49:0 gnttan1:49:0 bkhtan1:48:0 mastan1:47:0 blntan1:47:0 gochon2:47:0 blbtan3:47:0 blctan1:46:0 megtan1:46:0 gohtan1:46:0 goetan1:46:0 bestan1:46:0 gontan1:46:0 yebtan1:46:0 varsee3:46:0
turere1,rucere1:68:0 yevere1:65:0 yebere1:57:0 bunere1:54:0 blnere1:54:0 yerere1:54:0 banpri1:53:0 whcpri2:53:0 greere1:51:0 butapa1:51:0 brhapa1:51:0 pipcis2:51:0 shaapa2:50:0 whtwar1:50:0 gryapa1:49:0 bamapa1:49:0 gybpri1:48:0 grbere1:48:0 miowrw3:47:0 ratcis1:47:0 madcis2:47:0 blhapa1:47:0 senere1:47:0 lobtai1:47:0
turjay1,blcjay2:80:46 whcjay2:71:11 whtjay1:67:0 beajay1:66:17 dwajay1:59:0 bltjay1:59:0 azhjay1:58:0 stejay:56:3 azujay1:56:6 sitjay1:55:0 bucjay1:54:0 sabjay:53:0 masflo1:48:17 yucjay1:48:0 blcjay1:48:0 plcjay1:47:0 pubjay1:47:0 unijay1:47:0 wooscj2:45:0 cayjay1:44:0 aznjay1:44:0 issjay:43:0 mexjay3:43:0 cowscj1:43:0
turpar1,sccpar1:66:14 orbpar1:61:0 blwpar3:58:21 elepar1:55:0 rerpar1:53:50 rocpar1:52:0 boupar2:48:0 gospar1:48:0 swipar1:48:0 budger:48:0 malpar2:47:0 easros1:47:0 mulpar1:46:0 railor2:45:0 yefpar3:45:0 railor4:45:0 plflor1:44:0 railor7:44:0 horpar2:44:0 refpar4:44:0 olhlor1:43:0 railor5:43:0 necpar1:43:0 blhpar3:43:0 bufpar:35:14
turtan1,oprtan1:64:14 bestan1:63:0 blntan1:62:43 partan1:62:0 spctan1:59:0 megtan1:58:0 blbtan3:58:0 flftan1:57:0 plctan1:57:0 goetan1:56:0 opctan1:56:0 sactan1:56:0 gohtan1:55:0 mastan1:53:0 sectan1:53:0 blwtan1:53:0 babtan1:52:0 yewtan1:52:14 grhtan2:51:0 gontan1:51:0 whctan1:50:0 goltan1:50:0 sbmtan1:50:0 bagtan2:49:0 spotan1:46:14 fustan1:39:14
turvul,blkvul:73:76 lyhvul1:64:8 gyhvul1:64:1 comblh1:50:0 blaeag1:49:0 hoovul1:48:0 snakit:48:0 balibi1:48:0 osprey:48:2 calcon:48:4 spaeag1:47:0 vereag1:47:0 ausbrt1:46:0 cangoo:46:6 dulgua1:45:0 rehvul1:45:0 helgui:45:0 shthaw:45:0 lafvul1:45:0 norscr1:45:0 y00678:44:0 helcur1:44:0 weteag1:44:0 andcon1:43:1
turwar1,orrwar1:76:100 clrwar1:67:0 miller:65:0 sedwar1:63:0 marwar3:63:0 cvswar1:63:0 padwar1:63:0 manrew1:63:0 bbrwar1:63:0 barwar2:63:0 marwar2:62:0 blrwar1:61:0 eurwar1:61:0 sebwar1:61:0 grrwar1:61:0 mouwar1:60:0 blwwar1:60:0 grswar2:60:0 aquwar1:59:0 maswar1:59:0 leswar1:59:0 carrew1:58:0 aurwar1:58:0 marrew2:57:0
tutspi1,pmtspi1:83:38 sttspi2:68:0 sttspi1:64:0 bctspi1:64:15 wbtspi1:64:0 antspi1:61:0 rctspi1:60:0 shbcan2:59:15 artspi1:56:0 riospi1:52:0 buwcin1:51:0 olrcin1:50:0 shbcan1:50:0 patcan2:50:0 dabspi1:50:0 lotcin1:49:0 orfplu2:49:0 sitspi1:49:0 plcspi1:49:0 pabspi1:49:8 gybspi1:49:0 rutxen1:48:0 ocbthi1:48:0 crbcan2:48:0 cregal1:44:23
