25237,Myobatrachidae
25238,Myobatrachidae
25240,Myobatrachidae
25243,Myobatrachidae
25246,Myobatrachidae
25248,Myobatrachidae
25250,Myobatrachidae
25251,Myobatrachidae
25253,Myobatrachidae
25254,Myobatrachidae
25257,Myobatrachidae
25258,Myobatrachidae
25260,Myobatrachidae
25261,Myobatrachidae
25278,Myobatrachidae
25281,Myobatrachidae
25302,Myobatrachidae
25312,Pelobatidae
25316,Pelodytidae
25321,Pyxicephalidae
25322,Pyxicephalidae
25324,Pyxicephalidae
25325,Pyxicephalidae
25328,Pyxicephalidae
25340,Phrynobatrachidae
25350,Phrynobatrachidae
25369,Phrynobatrachidae
25383,Phrynobatrachidae
25408,Pyxicephalidae
25409,Pyxicephalidae
25411,Pyxicephalidae
25413,Pyxicephalidae
25415,Pyxicephalidae
25430,Pyxicephalidae
25432,Pyxicephalidae
25488,Ranidae
25523,Ranidae
25545,Ranidae
25591,Ranidae
256584,Tettigoniidae
25669,Ranidae
256700,Gryllidae
256704,Trigonidiidae
256707,Gryllidae
25744,Ptychadenidae
25763,Ptychadenidae
25778,Ptychadenidae
25782,Ptychadenidae
25801,Pyxicephalidae
25806,Pyxicephalidae
25859,Dicroglossidae
25861,Dicroglossidae
25935,Dicroglossidae
26053,Dicroglossidae
26093,Dicroglossidae
26159,Alligatoridae
26212,Pyxicephalidae
26214,Pyxicephalidae
26218,Pyxicephalidae
26258,Dicroglossidae
26261,Dicroglossidae
26310,Rhacophoridae
26350,Rhacophoridae
26426,Rhacophoridae
26433,Rhacophoridae
26555,Rhacophoridae
26571,Rhacophoridae
26592,Rhacophoridae
26608,Rhacophoridae
26651,Rhacophoridae
26652,Rhacophoridae
26656,Rhacophoridae
26686,Rhinophrynidae
26691,Scaphiopodidae
26693,Scaphiopodidae
26695,Scaphiopodidae
26698,Scaphiopodidae
26699,Scaphiopodidae
26702,Scaphiopodidae
26704,Scaphiopodidae
29044,Colubridae
30746,Viperidae
30764,Viperidae
318470,Tettigoniidae
319688,Camelidae
319989,Cicadidae
320633,Rhinolophidae
322156,Cicadidae
322493,Cicadidae
322911,Gryllidae
322912,Gryllidae
322913,Gryllidae
322919,Gryllidae
322920,Gryllidae
322923,Gryllidae
322924,Gryllidae
322925,Gryllidae
322926,Gryllidae
322927,Gryllidae
324893,Trigonidiidae
325322,Tettigoniidae
325363,Cicadidae
325998,Procyonidae
326023,Cercopithecidae
326091,Tettigoniidae
326272,Leptodactylidae
326296,Bufonidae
326303,Microhylidae
326305,Arthroleptidae
326457,Gryllidae
332307,Gryllidae
332338,Canidae
332407,Tettigoniidae
333564,Acrididae
335580,Acrididae
337316,Cicadidae
338135,Ramphastidae
338194,Apidae
338215,Cicadidae
338535,Acrididae
338899,Cicadidae
338901,Cicadidae
33891,Gekkonidae
340425,Acrididae
342370,Cicadidae
342372,Cicadidae
342379,Cicadidae
342384,Cicadidae
342403,Cicadidae
34615,Gekkonidae
347888,Tettigoniidae
348607,Tettigoniidae
354713,Gryllotalpidae
355995,Cicadidae
356115,Miniopteridae
356418,Cicadidae
357378,Tettigoniidae
357910,Elephantidae
358234,Gryllidae
358847,Cicadidae
358848,Cicadidae
359390,Cicadidae
360028,Trigonidiidae
360353,Scarabaeidae
360851,Cicadidae
360877,Cicadidae
361905,Cicadidae
362292,Tettigoniidae
362293,Tettigoniidae
362296,Trigonidiidae
362307,Acrididae
362311,Acrididae
362312,Acrididae
362341,Cicadidae
362371,Tettigoniidae
362756,Cicadidae
363817,Tettigoniidae
363972,Tettigoniidae
369157,Cuculidae
369188,Cicadidae
369803,Tettigoniidae
370399,Tytonidae
371315,Acrididae
371382,Tettigoniidae
371757,Tettigoniidae
372673,Tettigoniidae
387844,Tettigoniidae
394050,Mogoplistidae
397920,Gryllidae
399272,Mustelidae
40166,Dasyuridae
40169,Dasyuridae
40179,Dasyuridae
40187,Dasyuridae
40232,Dasyuridae
40273,Vespertilionidae
40281,Vespertilionidae
40283,Vespertilionidae
40284,Vespertilionidae
40286,Vespertilionidae
40290,Vespertilionidae
40291,Vespertilionidae
40292,Vespertilionidae
40293,Vespertilionidae
40296,Vespertilionidae
40301,Vespertilionidae
40307,Vespertilionidae
40308,Vespertilionidae
40312,Vespertilionidae
40314,Vespertilionidae
40316,Vespertilionidae
40317,Vespertilionidae
40323,Vespertilionidae
40325,Vespertilionidae
40335,Vespertilionidae
40341,Vespertilionidae
40342,Vespertilionidae
40344,Vespertilionidae
40346,Vespertilionidae
40347,Vespertilionidae
40348,Vespertilionidae
40349,Vespertilionidae
40350,Vespertilionidae
40352,Vespertilionidae
40354,Vespertilionidae
40364,Vespertilionidae
40376,Vespertilionidae
40383,Vespertilionidae
40384,Vespertilionidae
40391,Vespertilionidae
40394,Vespertilionidae
40410,Vespertilionidae
40415,Vespertilionidae
40416,Vespertilionidae
40432,Vespertilionidae
40436,Vespertilionidae
40446,Vespertilionidae
40449,Vespertilionidae
40509,Vespertilionidae
40513,Vespertilionidae
40517,Vespertilionidae
40521,Vespertilionidae
40522,Vespertilionidae
40523,Vespertilionidae
40526,Vespertilionidae
40527,Vespertilionidae
40534,Vespertilionidae
40540,Vespertilionidae
40543,Vespertilionidae
40544,Vespertilionidae
40546,Vespertilionidae
40550,Vespertilionidae
40552,Vespertilionidae
40569,Vespertilionidae
40572,Vespertilionidae
40573,Vespertilionidae
40574,Vespertilionidae
40575,Vespertilionidae
40576,Vespertilionidae
40581,Vespertilionidae
40591,Miniopteridae
40592,Miniopteridae
40614,Vespertilionidae
40621,Vespertilionidae
40629,Vespertilionidae
40631,Vespertilionidae
40633,Thyropteridae
40640,Rhinopomatidae
40645,Rhinolophidae
40646,Rhinolophidae
40654,Rhinolophidae
40661,Rhinolophidae
40670,Rhinolophidae
40673,Rhinolophidae
40676,Rhinolophidae
40677,Rhinolophidae
40679,Rhinolophidae
40686,Rhinolophidae
40692,Rhinolophidae
40693,Rhinolophidae
40694,Rhinolophidae
40695,Rhinolophidae
40702,Rhinolophidae
40717,Hipposideridae
40719,Hipposideridae
40723,Hipposideridae
40792,Pteropodidae
40811,Pteropodidae
40812,Pteropodidae
40827,Pteropodidae
40828,Pteropodidae
40843,Pteropodidae
40848,Pteropodidae
40850,Pteropodidae
40868,Pteropodidae
40871,Pteropodidae
40872,Pteropodidae
40884,Pteropodidae
40887,Pteropodidae
40892,Pteropodidae
40898,Pteropodidae
40901,Pteropodidae
40902,Pteropodidae
40905,Pteropodidae
40908,Pteropodidae
40911,Pteropodidae
40913,Pteropodidae
40918,Pteropodidae
41005,Phyllostomidae
41006,Phyllostomidae
410558,Dinornithidae
410758,Tettigoniidae
41078,Phyllostomidae
410834,Cebidae
41090,Phyllostomidae
41110,Phyllostomidae
41117,Phyllostomidae
41143,Phyllostomidae
41147,Phyllostomidae
41152,Phyllostomidae
41168,Phyllostomidae
41171,Phyllostomidae
41199,Noctilionidae
41200,Noctilionidae
41204,Natalidae
41219,Mormoopidae
41220,Mormoopidae
41222,Mormoopidae
41224,Mormoopidae
41250,Molossidae
41254,Molossidae
41274,Molossidae
41277,Molossidae
41283,Molossidae
41292,Molossidae
41298,Molossidae
41300,Molossidae
41301,Molossidae
41303,Molossidae
41304,Molossidae
41312,Molossidae
41314,Molossidae
41315,Molossidae
41336,Emballonuridae
41337,Emballonuridae
41338,Emballonuridae
41339,Emballonuridae
41342,Emballonuridae
41343,Emballonuridae
41344,Emballonuridae
41348,Emballonuridae
41349,Emballonuridae
41353,Emballonuridae
41365,Emballonuridae
41366,Emballonuridae
41369,Emballonuridae
41376,Emballonuridae
41381,Emballonuridae
41387,Emballonuridae
41392,Emballonuridae
41394,Emballonuridae
41396,Emballonuridae
41461,Monodontidae
41478,Eschrichtiidae
41482,Delphinidae
41494,Delphinidae
41503,Delphinidae
41521,Delphinidae
41524,Delphinidae
41529,Delphinidae
41539,Delphinidae
415407,Tettigoniidae
415442,Gryllidae
41549,Balaenopteridae
41562,Balaenopteridae
41566,Balaenopteridae
41570,Balaenidae
41571,Balaenidae
41578,Eupleridae
41625,Viverridae
41638,Ursidae
41641,Ursidae
41657,Ursidae
41659,Ursidae
41663,Procyonidae
41667,Procyonidae
41670,Procyonidae
41673,Procyonidae
41675,Procyonidae
41676,Procyonidae
41678,Procyonidae
41700,Phocidae
41702,Phocidae
41708,Phocidae
41720,Phocidae
41728,Phocidae
41729,Phocidae
41731,Phocidae
41733,Phocidae
41738,Otariidae
41740,Otariidae
41742,Otariidae
41751,Otariidae
41752,Otariidae
41755,Otariidae
41757,Otariidae
41761,Otariidae
41774,Mustelidae
41777,Mustelidae
41778,Mustelidae
41789,Mustelidae
41791,Mustelidae
41795,Mustelidae
41796,Mustelidae
41797,Mustelidae
41798,Mustelidae
41800,Mustelidae
41808,Mustelidae
41809,Mustelidae
41812,Mustelidae
41824,Mustelidae
41845,Mustelidae
41850,Mustelidae
41860,Mustelidae
41877,Mephitidae
418799,Tettigoniidae
41879,Mephitidae
41880,Mephitidae
41882,Mephitidae
41886,Hyaenidae
41888,Hyaenidae
41900,Herpestidae
41906,Herpestidae
41919,Herpestidae
41921,Herpestidae
41937,Herpestidae
41939,Herpestidae
41943,Herpestidae
41955,Felidae
41963,Felidae
41964,Felidae
41967,Felidae
41970,Felidae
41971,Felidae
41974,Felidae
41975,Felidae
41976,Felidae
41979,Felidae
41988,Felidae
41997,Felidae
42007,Felidae
42048,Canidae
42051,Canidae
42052,Canidae
42055,Canidae
42057,Canidae
42069,Canidae
42070,Canidae
42076,Canidae
42077,Canidae
42087,Canidae
42091,Canidae
42093,Canidae
42095,Canidae
42097,Canidae
42101,Canidae
42113,Tayassuidae
42115,Tayassuidae
42134,Suidae
42138,Suidae
42139,Suidae
42144,Moschidae
42149,Hippopotamidae
42156,Giraffidae
42161,Cervidae
42166,Cervidae
42169,Cervidae
42171,Cervidae
42183,Cervidae
42184,Cervidae
42186,Cervidae
42187,Cervidae
42193,Cervidae
42199,Cervidae
42210,Cervidae
42220,Cervidae
42223,Cervidae
42230,Cervidae
42240,Camelidae
42255,Bovidae
42278,Bovidae
42280,Bovidae
42305,Bovidae
42306,Bovidae
42326,Bovidae
42329,Bovidae
42334,Bovidae
42336,Bovidae
42338,Bovidae
42339,Bovidae
42341,Bovidae
42347,Bovidae
42350,Bovidae
42357,Bovidae
423656,Canidae
423693,Tettigoniidae
42384,Bovidae
42391,Bovidae
42405,Bovidae
42408,Bovidae
424147,Hylidae
42414,Bovidae
42418,Bovidae
42422,Bovidae
424254,Vespertilionidae
42429,Antilocapridae
424371,Tettigoniidae
424676,Ranidae
424999,Cicadidae
42543,Didelphidae
42550,Didelphidae
42557,Didelphidae
42649,Didelphidae
42652,Didelphidae
42657,Didelphidae
42658,Didelphidae
42663,Didelphidae
42715,Acrobatidae
42722,Petauridae
42729,Petauridae
42733,Petauridae
42775,Pseudocheiridae
42783,Pseudocheiridae
42807,Phalangeridae
42808,Phalangeridae
42809,Phalangeridae
42838,Phalangeridae
42881,Macropodidae
42888,Macropodidae
42931,Macropodidae
42961,Macropodidae
42968,Macropodidae
42970,Macropodidae
429727,Tettigoniidae
42983,Phascolarctidae
42988,Potoroidae
43000,Potoroidae
43009,Vombatidae
43024,Erinaceidae
43042,Erinaceidae
43048,Erinaceidae
43086,Procaviidae
43088,Procaviidae
43091,Procaviidae
43092,Procaviidae
43093,Procaviidae
43102,Leporidae
43111,Leporidae
43128,Leporidae
43132,Leporidae
43151,Leporidae
43175,Ochotonidae
43178,Ochotonidae
43180,Ochotonidae
43188,Ochotonidae
43197,Ochotonidae
43199,Ochotonidae
43224,Macroscelididae
43236,Ornithorhynchidae
43239,Tachyglossidae
43294,Peramelidae
43301,Peramelidae
43306,Peramelidae
43335,Equidae
43345,Rhinocerotidae
43348,Rhinocerotidae
43353,Tapiridae
43354,Tapiridae
43355,Tapiridae
433701,Tettigoniidae
43372,Callitrichidae
43373,Callitrichidae
43374,Callitrichidae
43375,Callitrichidae
43377,Callitrichidae
43378,Callitrichidae
43380,Callitrichidae
43381,Callitrichidae
43382,Callitrichidae
43384,Callitrichidae
43385,Callitrichidae
43386,Callitrichidae
43387,Callitrichidae
43388,Callitrichidae
43389,Callitrichidae
43390,Callitrichidae
43391,Callitrichidae
43394,Callitrichidae
43395,Callitrichidae
43396,Callitrichidae
43404,Atelidae
43406,Atelidae
43407,Atelidae
43408,Atelidae
43409,Atelidae
43410,Atelidae
43411,Atelidae
43414,Aotidae
43417,Aotidae
43418,Aotidae
43422,Aotidae
43425,Cebidae
43426,Cebidae
43428,Cebidae
43432,Cebidae
43435,Atelidae
43436,Atelidae
43438,Atelidae
43439,Atelidae
43441,Atelidae
43445,Cercopithecidae
43446,Cercopithecidae
43448,Cercopithecidae
43449,Cercopithecidae
