species_code,com_name,class_name
malpas1,Malagasy Palm Swift,aves
afpswi1,African Palm Swift,aves
whrtan1,White-rumped Tanager,aves
monqua,Montezuma Quail,aves
ocequa1,Ocellated Quail,aves
324893,Columbian Trig,insecta
963593,Gundlach's trig,insecta
709539,Rare Bladder Cicada,insecta
338901,Bladder Cicada,insecta
369188,Lesser Bladder Cicada,insecta
rubkoo1,Rufous-bellied Kookaburra,aves
blwkoo1,Blue-winged Kookaburra,aves
laukoo1,Laughing Kookaburra,aves
shbkoo1,Shovel-billed Kookaburra,aves
spakoo1,Spangled Kookaburra,aves
whbdac1,White-bellied Dacnis,aves
scbdac1,Scarlet-breasted Dacnis,aves
bludac1,Blue Dacnis,aves
1651310,Yellow-tufted Dacnis,aves
yebdac1,Yellow-bellied Dacnis,aves
turdac1,Turquoise Dacnis,aves
blfdac1,Black-faced Dacnis,aves
blldac1,Black-legged Dacnis,aves
sctdac1,Scarlet-thighed Dacnis,aves
virdac1,Viridian Dacnis,aves
43918,Bolivian Bamboo Rat,mammalia
43920,Amazon Bamboo Rat,mammalia
42733,Striped Possum,mammalia
sinqua1,Singing Quail,aves
42161,European Fallow Deer,mammalia
varsit8,Varied Sittella,aves
blksit1,Black Sittella,aves
varsit1,Papuan Sittella,aves
cappet,Pintado Petrel,aves
whtcar1,White-throated Caracara,aves
blacar1,Black Caracara,aves
strcar1,Striated Caracara,aves
carcar1,Carunculated Caracara,aves
yehcar1,Yellow-headed Caracara,aves
chicar1,Chimango Caracara,aves
moucar1,Mountain Caracara,aves
pygbab1,Mindanao Pygmy-Babbler,aves
vispyb1,Visayan Pygmy-Babbler,aves
fltbab1,Flame-templed Babbler,aves
scfmal1,Scale-feathered Malkoha,aves
recmal1,Red-crested Malkoha,aves
easbri1,Eastern Bristlebird,aves
rufbri1,Rufous Bristlebird,aves
wesbri1,Western Bristlebird,aves
43721,Azara's Agouti,mammalia
852338,Red-rumped Agouti,mammalia
43712,Central American Agouti,mammalia
1647420,West Andean Long-nosed Armadillo,mammalia
1647419,Mexican Long-nosed Armadillo,mammalia
40169,Western Quoll,mammalia
40166,Spotted-tailed Quoll,mammalia
lotwoo4,Whistling Long-tailed Woodcreeper,aves
lotwoo5,Mournful Long-tailed Woodcreeper,aves
lotwoo3,Piping Long-tailed Woodcreeper,aves
127182,White-faced Bush-cricket,insecta
147950,Wart-biter,insecta
gyholi1,Gray-headed Oliveback,aves
gyhsun1,Gray-headed Sunbird,aves
sctsun2,Fraser's Sunbird,aves
ashmar1,Asian House-Martin,aves
comhom2,Siberian House-Martin,aves
nephom1,Nepal House-Martin,aves
comhom1,Western House-Martin,aves
41461,Beluga,mammalia
41524,Common Dolphins,mammalia
soogro1,Sooty Grouse,aves
dusgro,Dusky Grouse,aves
citwoo1,Cinnamon-throated Woodcreeper,aves
tawwoo1,Tawny-winged Woodcreeper,aves
plbwoo1,Plain-brown Woodcreeper,aves
rudwoo1,Ruddy Woodcreeper,aves
whcwoo1,White-chinned Woodcreeper,aves
plwwoo1,Plain-winged Woodcreeper,aves
tyrwoo1,Tyrannine Woodcreeper,aves
andtre1,Andaman Treepie,aves
bortre1,Bornean Treepie,aves
grytre1,Gray Treepie,aves
coltre1,Collared Treepie,aves
whbtre1,White-bellied Treepie,aves
sumtre1,Sumatran Treepie,aves
ruftre2,Rufous Treepie,aves
amabaw1,Amazonian Barred-Woodcreeper,aves
hofwoo2,Hoffmanns's Woodcreeper,aves
blbwoo1,Black-banded Woodcreeper,aves
plawoo1,Planalto Woodcreeper,aves
nobwoo1,Northern Barred-Woodcreeper,aves
frbwoo1,Freckle-breasted Woodpecker,aves
sinwoo1,Sind Woodpecker,aves
stbwoo4,Stripe-breasted Woodpecker,aves
darwoo1,Darjeeling Woodpecker,aves
himwoo1,Himalayan Woodpecker,aves
rubwoo1,Rufous-bellied Woodpecker,aves
whwwoo1,White-winged Woodpecker,aves
whbwoo1,White-backed Woodpecker,aves
fubwoo2,Fulvous-breasted Woodpecker,aves
grswoo,Great Spotted Woodpecker,aves
okiwoo1,Okinawa Woodpecker,aves
syrwoo1,Syrian Woodpecker,aves
brfwoo1,Brown-fronted Woodpecker,aves
arawoo1,Arabian Woodpecker,aves
miswoo1,Middle Spotted Woodpecker,aves
wiwduc1,West Indian Whistling-Duck,aves
wawduc1,Wandering Whistling-Duck,aves
bbwduc,Black-bellied Whistling-Duck,aves
fuwduc,Fulvous Whistling-Duck,aves
plwduc1,Plumed Whistling-Duck,aves
spwduc1,Spotted Whistling-Duck,aves
lewduc1,Lesser Whistling-Duck,aves
wfwduc1,White-faced Whistling-Duck,aves
43092,Southern Tree Hyrax,mammalia
43093,Western Tree Hyrax,mammalia
1275964,Benin Tree Hyrax,mammalia
43091,Eastern Tree Hyrax,mammalia
chwfog1,Chestnut-winged Foliage-gleaner,aves
bffgle,Buff-fronted Foliage-gleaner,aves
44972,Brant's climbing mouse,mammalia
forwag1,Forest Wagtail,aves
abywoo1,Abyssinian Woodpecker,aves
ligwoo3,Little Gray Woodpecker,aves
ellwoo1,Elliot's Woodpecker,aves
carwoo1,Cardinal Woodpecker,aves
gabwoo1,Gabon Woodpecker,aves
grywoo1,African Gray Woodpecker,aves
oliwoo2,Olive Woodpecker,aves
melwoo1,Melancholy Woodpecker,aves
brbwoo1,Brown-backed Woodpecker,aves
spbwoo2,Speckle-breasted Woodpecker,aves
gyhwoo1,Mountain Gray Woodpecker,aves
stiwoo1,Stierling's Woodpecker,aves
zimwoo2,Zimmer's Woodcreeper,aves
stbwoo2,Straight-billed Woodcreeper,aves
65333,Bertha's Tree Frog,amphibia
65336,Bogert's Aquatic Tree Frog,amphibia
65344,Boettger's Colombian Tree Frog,amphibia
65349,Harlequin Treefrog,amphibia
65350,Elegant Forest Tree Frog,amphibia
65373,Yellow Treefrog,amphibia
65374,Nova Friburgo Tree Frog,amphibia
65377,Lesser Tree Frog,amphibia
1595931,Green Dotted Tree Frog,amphibia
65380,Dwarf Tree Frog,amphibia
65398,Sanborn's Tree Frog,amphibia
65413,Bailey's Brazillian Tree Frog,amphibia
bewpar1,Bearded Wood-Partridge,aves
bcwpar1,Buffy-crowned Wood-Partridge,aves
ltwpar1,Long-tailed Wood-Partridge,aves
refpar3,Red-fan Parrot,aves
41168,Common Vampire Bat,mammalia
ofrcha1,Olive-flanked Robin-Chat,aves
arrcha1,Archer's Robin-Chat,aves
carcha1,Cape Robin-Chat,aves
wtrcha1,White-throated Robin-Chat,aves
canfly2,Canary Flyrobin,aves
360028,Dianemobius fascipes,insecta
hawrai1,Hawkins's Rail,aves
65418,Tink Frog,amphibia
65424,Agua Buena Robber Frog,amphibia
midflo1,Midget Flowerpecker,aves
gorflo1,Golden-rumped Flowerpecker,aves
flcflo2,Yellow-crowned Flowerpecker,aves
yesflo1,Yellow-sided Flowerpecker,aves
resflo1,Red-keeled Flowerpecker,aves
fibflo5,Sumatran Flowerpecker,aves
bicflo1,Bicolored Flowerpecker,aves
fibflo3,Cambodian Flowerpecker,aves
gysflo1,Gray-sided Flowerpecker,aves
plaflo1,Nilgiri Flowerpecker,aves
scbflo1,Scarlet-backed Flowerpecker,aves
speflo1,Spectacled Flowerpecker,aves
pabflo1,Pale-billed Flowerpecker,aves
flbflo2,Buru Flowerpecker,aves
rebflo1,Red-banded Flowerpecker,aves
recflo1,Red-capped Flowerpecker,aves
rekflo1,Black-belted Flowerpecker,aves
blbflo4,Timor Flowerpecker,aves
mistle1,Mistletoebird,aves
whbflo1,Buzzing Flowerpecker,aves
blfflo1,Black-fronted Flowerpecker,aves
fibflo1,Fire-breasted Flowerpecker,aves
flcflo3,Flame-crowned Flowerpecker,aves
mistle2,Pink-breasted Flowerpecker,aves
fibflo4,Fire-throated Flowerpecker,aves
recflo2,Red-chested Flowerpecker,aves
plaflo2,Plain Flowerpecker,aves
blsflo1,Black-sided Flowerpecker,aves
crcflo1,Crimson-crowned Flowerpecker,aves
olcflo1,Olive-capped Flowerpecker,aves
louflo1,Louisiade Flowerpecker,aves
olcflo2,Olive-crowned Flowerpecker,aves
pygflo1,Pygmy Flowerpecker,aves
cebflo1,Cebu Flowerpecker,aves
sccflo1,Scarlet-collared Flowerpecker,aves
blbflo6,Flores Flowerpecker,aves
blbflo5,Javan Flowerpecker,aves
flbflo3,Halmahera Flowerpecker,aves
orbflo1,Orange-bellied Flowerpecker,aves
motflo1,Mottled Flowerpecker,aves
schflo1,Scarlet-headed Flowerpecker,aves
andflo1,Andaman Flowerpecker,aves
ashflo1,Ashy Flowerpecker,aves
blbflo3,Sumba Flowerpecker,aves
119925,Citrus Cicada,insecta
244015,Verdant Plain Flag-Bearer,insecta
119928,Diceroprocta cinctifera,insecta
244012,Delicate Flag-Bearer,insecta
244011,Tablelands Flag-Bearer,insecta
119926,Olympic Scrub Cicada,insecta
244000,Sonoran Flag-Bearer,insecta
244008,Stripewing Flag-Bearer,insecta
244007,Texas Plain Flag-Bearer,insecta
1115724,Atlantic Saltmarsh Cicada,insecta
244001,Green-winged Cicada,insecta
banant2,Banded Antbird,aves
41365,Northern Ghost Bat,mammalia
41366,Greater Ghost Bat,mammalia
45691,Northern Collared Lemming,mammalia
fotdro5,Fork-tailed Drongo,aves
brodro1,Bronzed Drongo,aves
alddro1,Aldabra Drongo,aves
anddro1,Andaman Drongo,aves
crbdro1,Crow-billed Drongo,aves
shidro1,Shining Drongo,aves
balica1,Balicassiao,aves
spadro1,Spangled Drongo,aves
whbdro1,White-bellied Drongo,aves
waldro1,Wallacean Drongo,aves
credro1,Crested Drongo,aves
comdro1,Grande Comore Drongo,aves
hacdro1,Hair-crested Drongo,aves
ashdro1,Ashy Drongo,aves
srldro1,Sri Lanka Drongo,aves
cstdro1,Square-tailed Drongo,aves
bladro1,Black Drongo,aves
ritdro1,Ribbon-tailed Drongo,aves
tabdro1,Tablas Drongo,aves
vemdro6,Velvet-mantled Drongo,aves
suldro1,Sulawesi Drongo,aves
paldro1,Palawan Drongo,aves
grtdro1,Greater Racket-tailed Drongo,aves
lrtdro1,Lesser Racket-tailed Drongo,aves
shadro2,Sharpe's Drongo,aves
hacdro3,Short-tailed Drongo,aves
sumdro1,Sumatran Drongo,aves
maydro1,Mayotte Drongo,aves
42658,White-eared Opossum,mammalia
42657,Big-eared Opossum,mammalia
42649,Southern Opossum,mammalia
42652,Virginia Opossum,mammalia
tobpig1,Tooth-billed Pigeon,aves
208197,Golden Twanger,insecta
whsflo1,White-sided Flowerpiercer,aves
cibflo1,Cinnamon-bellied Flowerpiercer,aves
bktflo1,Black-throated Flowerpiercer,aves
bluflo1,Bluish Flowerpiercer,aves
gybflo1,Gray-bellied Flowerpiercer,aves
masflo1,Masked Flowerpiercer,aves
scaflo1,Scaled Flowerpiercer,aves
debflo1,Deep-blue Flowerpiercer,aves
merflo1,Merida Flowerpiercer,aves
chbflo1,Chestnut-bellied Flowerpiercer,aves
blkflo1,Black Flowerpiercer,aves
indflo1,Indigo Flowerpiercer,aves
gloflo1,Glossy Flowerpiercer,aves
greflo1,Greater Flowerpiercer,aves
mouflo1,Moustached Flowerpiercer,aves
slaflo1,Slaty Flowerpiercer,aves
rusflo1,Rusty Flowerpiercer,aves
venflo1,Venezuelan Flowerpiercer,aves
552057,Dimissalna dimissa,insecta
whbwea1,White-headed Buffalo-Weaver,aves
bkrfla1,Black-rumped Flameback,aves
sptfla1,Spot-throated Flameback,aves
comfla1,Common Flameback,aves
bkrfla2,Red-backed Flameback,aves
himfla1,Himalayan Flameback,aves
410558,South Island Giant Moa,aves
wanalb5,Amsterdam Albatross,aves
antalb1,Antipodean Albatross,aves
wanalb3,Tristan Albatross,aves
royalb2,Southern Royal Albatross,aves
wanalb1,Snowy Albatross,aves
royalb3,Northern Royal Albatross,aves
resmac2,Red-shouldered Macaw,aves
mbopar2,Magnificent Bird-of-Paradise,aves
wbopar1,Wilson's Bird-of-Paradise,aves
gretho1,Green Thorntail,aves
bkbtho1,Black-bellied Thorntail,aves
coptho2,Coppery Thorntail,aves
ratcoq2,Racket-tipped Thorntail,aves
wictho2,Wire-crested Thorntail,aves
codfin1,Diuca Finch,aves
melbla1,Melodious Blackbird,aves
scrbla1,Scrub Blackbird,aves
boboli,Bobolink,aves
43802,Patagonian Mara,mammalia
chbcot1,Chestnut-bellied Cotinga,aves
bavcot1,Bay-vented Cotinga,aves
bkcdon,Black-capped Donacobius,aves
ltrfin1,Long-tailed Reed Finch,aves
mexshe1,Mexican Sheartail,aves
sleshe1,Slender Sheartail,aves
811074,Dorisiana noriegai,insecta
blflan1,Blue-fronted Lancebill,aves
grflan1,Green-fronted Lancebill,aves
46172,Orange-bellied Himalayan Squirrel,mammalia
46170,Perny's Long-nosed Squirrel,mammalia
46171,Red-hipped Squirrel,mammalia
46174,Asian Red-cheeked Squirrel,mammalia
iiwi,Iiwi,aves
blkmam,Black Mamo,aves
hawmam1,Hawaii Mamo,aves
gowsun2,Golden-winged Sunbird,aves
blbsic1,Black-billed Sicklebill,aves
pabsic1,Pale-billed Sicklebill,aves
satsun1,Sao Tome Sunbird,aves
bcatan1,Black-cheeked Ant-Tanager,aves
cratan1,Crested Ant-Tanager,aves
rtatan1,Red-throated Ant-Tanager,aves
soatan1,Sooty Ant-Tanager,aves
emu1,Emu,aves
craplo1,Crab-Plover,aves
pavcuc1,Pavonine Cuckoo,aves
phecuc1,Pheasant Cuckoo,aves
rwgwar2,Red-winged Gray Warbler,aves
papscr2,Papuan Scrub-Robin,aves
sosrob1,Southern Scrub-Robin,aves
nosrob1,Northern Scrub-Robin,aves
1632579,Eastern Dwarf Tree Frog,amphibia
lotant1,East Andean Antbird,aves
strant2,Striated Antbird,aves
ferant1,Ferruginous Antbird,aves
rutant1,Rufous-tailed Antbird,aves
samant2,Santa Marta Antbird,aves
klaant2,Klages's Antbird,aves
dutant1,Dusky-tailed Antbird,aves
ocrant1,Ochre-rumped Antbird,aves
berant1,Bertoni's Antbird,aves
scaant2,Scaled Antbird,aves
sthant1,Streak-headed Antbird,aves
scbwoo4,Scimitar-billed Woodcreeper,aves
grescy1,Greater Scythebill,aves
crbwoo6,Crimson-naped Woodpecker,aves
leswoo1,Lesser Spotted Woodpecker,aves
nutwoo,Nuttall's Woodpecker,aves
crbwoo7,Necklaced Woodpecker,aves
dowwoo,Downy Woodpecker,aves
labwoo,Ladder-backed Woodpecker,aves
andwoo1,Andaman Woodpecker,aves
whbwoo2,White-bellied Woodpecker,aves
linwoo1,Lineated Woodpecker,aves
blawoo1,Black Woodpecker,aves
pilwoo,Pileated Woodpecker,aves
blbwoo3,Black-bodied Woodpecker,aves
reurai1,Reunion Rail,aves
whtrai1,White-throated Rail,aves
1668924,Pine barrens tree frog,amphibia
1668926,Canyon Tree Frog,amphibia
1668927,Bird-voiced Treefrog,amphibia
1668922,Cope's Gray Tree Frog,amphibia
1668858,Green Treefrog,amphibia
1668952,Mountain Tree Frog,amphibia
1668953,Pine Woods Tree Frog,amphibia
1668962,Barking Tree Frog,amphibia
1668963,Spotless Tree Toad,amphibia
1668965,Japanese Tree Frog,amphibia
1668966,Eastern Japanese Tree Frog,amphibia
1668859,Squirrel Tree Frog,amphibia
1668969,Suweon Tree Frog,amphibia
1668923,Gray Treefrog,amphibia
1632582,Mountain Stream Frog,amphibia
1632583,Blue Mountains Tree Frog,amphibia
1632586,Narrow-fringed Frog,amphibia
1632587,Cascade Tree Frog,amphibia
1632589,Leaf Green Tree Frog,amphibia
pifpuf1,Pink-footed Puffback,aves
blbpuf2,Black-backed Puffback,aves
norpuf1,Northern Puffback,aves
pripuf1,Pringle's Puffback,aves
labpuf1,Sabine's Puffback,aves
reepuf1,Red-eyed Puffback,aves
bubmot4,Carriker's Mountain Tanager,aves
cbmtan1,Chestnut-bellied Mountain Tanager,aves
bubmot1,Streak-crowned Mountain Tanager,aves
bubmot3,Buff-banded Mountain Tanager,aves
499194,Ducetia japonica,insecta
gripig1,Green Imperial-Pigeon,aves
poipig1,Polynesian Imperial-Pigeon,aves
moipig1,Mountain Imperial-Pigeon,aves
baipig1,Baker's Imperial-Pigeon,aves
cbipig2,Cinnamon-bellied Imperial-Pigeon,aves
piipig1,Pied Imperial-Pigeon,aves
cbipig1,Chestnut-bellied Imperial-Pigeon,aves
spipig3,Spotted Imperial-Pigeon,aves
rufimp1,Rufescent Imperial-Pigeon,aves
tiipig1,Timor Imperial-Pigeon,aves
elipig1,Elegant Imperial-Pigeon,aves
mouimp1,Malabar Imperial-Pigeon,aves
fiipig1,Finsch's Imperial-Pigeon,aves
wbipig1,White-bellied Imperial-Pigeon,aves
marimp1,Nuku Hiva Imperial-Pigeon,aves
spiimp2,Geelvink Imperial-Pigeon,aves
ncipig1,New Caledonian Imperial-Pigeon,aves
dbipig1,Dark-backed Imperial-Pigeon,aves
peipig1,Barking Imperial-Pigeon,aves
whiimp1,Silver-tipped Imperial-Pigeon,aves
biipig1,Bismarck Imperial-Pigeon,aves
miipig2,Mindoro Imperial-Pigeon,aves
coipig1,Collared Imperial-Pigeon,aves
spipig1,Spice Imperial-Pigeon,aves
wheimp1,Seram Imperial-Pigeon,aves
grnimp2,Nicobar Imperial-Pigeon,aves
miipig1,Micronesian Imperial-Pigeon,aves
grnimp5,Enggano Imperial-Pigeon,aves
paipig1,Pacific Imperial-Pigeon,aves
wheimp2,Spectacled Imperial-Pigeon,aves
gryimp1,Gray Imperial-Pigeon,aves
piipig2,Pinon's Imperial-Pigeon,aves
isipig1,Island Imperial-Pigeon,aves
pbipig1,Pink-bellied Imperial-Pigeon,aves
gyhimp1,Gray-headed Imperial-Pigeon,aves
phipig1,Pink-headed Imperial-Pigeon,aves
rkipig1,Red-knobbed Imperial-Pigeon,aves
ptipig1,Purple-tailed Imperial-Pigeon,aves
torimp1,Torresian Imperial-Pigeon,aves
torimp2,Yellowish Imperial-Pigeon,aves
ciipig1,Christmas Island Imperial-Pigeon,aves
zoeimp1,Zoe's Imperial-Pigeon,aves
1112426,Legler's Stream Frog,amphibia
palmch1,Palmchat,aves
grycat,Gray Catbird,aves
dafbab1,Dark-fronted Babbler,aves
tabbab1,Tawny-bellied Babbler,aves
922775,Dundubia annandalei,insecta
564681,Dundubia nagarasingna,insecta
905116,Dundubia spiculata,insecta
568769,Dundubia vaginata,insecta
62345,Asian Common Toad,amphibia
chweye1,Chestnut Wattle-eye,aves
weawae1,West African Wattle-eye,aves
wsweye1,White-spotted Wattle-eye,aves
whsant4,White-streaked Antvireo,aves
plaant1,Plain Antvireo,aves
bicant4,Bicolored Antvireo,aves
pluant3,Plumbeous Antvireo,aves
spcant1,Spot-crowned Antvireo,aves
spbant5,Spot-breasted Antvireo,aves
stcant1,Streak-crowned Antvireo,aves
rubant2,Rufous-backed Antvireo,aves
lanhoo,Lanai Hookbill,aves
eclpar2,Sumba Eclectus,aves
ocepar1,Oceanic Eclectus,aves
eclpar4,Papuan Eclectus,aves
eclpar3,Tanimbar Eclectus,aves
eclpar1,Moluccan Eclectus,aves
paspig,Passenger Pigeon,aves
mancic1,Manus Cicadabird,aves
comcic11,South Moluccan Cicadabird,aves
neccus1,New Caledonian Cuckooshrike,aves
pagcus1,Pale Cicadabird,aves
blacus1,Blackish Cuckooshrike,aves
kaicus1,Kai Cicadabird,aves
sumcus1,Pale-shouldered Cicadabird,aves
1585845,Central Melanesian Cicadabird,aves
1585850,North Moluccan Cicadabird,aves
soicus1,Solomons Cicadabird,aves
papcus1,Papuan Cicadabird,aves
cicada3,Pohnpei Cicadabird,aves
negcus1,Black Cicadabird,aves
comcic4,Geelvink Cicadabird,aves
bkbcus1,Black-bibbed Cicadabird,aves
cicada4,Palau Cicadabird,aves
bkbcus2,Black-bellied Cicadabird,aves
sulcus2,Sulawesi Cicadabird,aves
cicada5,Yap Cicadabird,aves
comcic20,Obi Cicadabird,aves
whwcus1,White-winged Cuckooshrike,aves
comcic19,Banggai Cicadabird,aves
1585852,Bismarck Cicadabird,aves
comcic5,Rossel Cicadabird,aves
cicada7,Makira Cicadabird,aves
1585829,Sangihe cicadabird,aves
gyhcus1,Gray-headed Cicadabird,aves
sulcus1,Sula Cicadabird,aves
cicada1,Sahul Cicadabird,aves
1585836,Timor Cicadabird,aves
solcuc4,Malaita Cicadabird,aves
blaher1,Black Heron,aves
libher,Little Blue Heron,aves
chiegr,Chinese Egret,aves
litegr,Little Egret,aves
werher,Western Reef-Heron,aves
whfher1,White-faced Heron,aves
pieher2,Pied Heron,aves
redegr,Reddish Egret,aves
pacreh1,Pacific Reef-Heron,aves
snoegr,Snowy Egret,aves
triher,Tricolored Heron,aves
slaegr1,Slaty Egret,aves
40828,Madagascan Fruit Bat,mammalia
40827,Straw-coloured Fruit Bat,mammalia
41774,Tayra,mammalia
25092,Two-colored oval frog,amphibia
spwbab1,Spotted Elachura,aves
whcela1,White-crested Elaenia,aves
cooela1,Coopmans's Elaenia,aves
graela4,Hispaniolan Elaenia,aves
lesela1,Lesser Elaenia,aves
plcela1,Plain-crested Elaenia,aves
greela1,Great Elaenia,aves
graela3,Blue Mountain Elaenia,aves
yebela1,Yellow-bellied Elaenia,aves
mouela1,Mountain Elaenia,aves
mobela1,Mottle-backed Elaenia,aves
carela1,Caribbean Elaenia,aves
oliela1,Olivaceous Elaenia,aves
higela2,Highland Elaenia,aves
sieela2,Tepui Elaenia,aves
sieela3,Sierran Elaenia,aves
smbela1,Small-billed Elaenia,aves
broela1,Brownish Elaenia,aves
norela1,Noronha Elaenia,aves
rucela1,Rufous-crowned Elaenia,aves
higela3,Small-headed Elaenia,aves
larela1,Large Elaenia,aves
slaela1,Slaty Elaenia,aves
swtkit,Swallow-tailed Kite,aves
auskit1,Black-shouldered Kite,aves
bkskit1,Black-winged Kite,aves
whtkit,White-tailed Kite,aves
lewkit1,Letter-winged Kite,aves
ceybuw1,Sri Lanka Bush Warbler,aves
42230,Père David's Deer,mammalia
kebmot1,Keel-billed Motmot,aves
brbmot1,Broad-billed Motmot,aves
whbtap1,White-breasted Tapaculo,aves
bahtap1,Bahia Tapaculo,aves
siwnig1,Sickle-winged Nightjar,aves
whwnig1,White-winged Nightjar,aves
43697,Asian Elephant,mammalia
22601,Abbott's Robber Frog,amphibia
22771,Antillean Coqui,amphibia
22616,Grass Coqui,amphibia
1146656,Rio Grande Chirping Frog,amphibia
22761,Whistling Coqui,amphibia
22454,Common Coqui,amphibia
22445,Yellow Split-Toed Frog,amphibia
1462603,Dixon’s Peeping Frog,amphibia
22333,Lesser Antillean whistling frog,amphibia
22392,Cliff Chirping Frog,amphibia
22739,Martinique Robber Frog,amphibia
22770,Blunt-toed Chirping Frog,amphibia
1541549,Montserrat Whistling Frog,amphibia
22540,Peters' Shiny Peeping Frog,amphibia
22631,Greenhouse Frog,amphibia
45863,European Garden Dormouse,mammalia
whbhum1,White-bellied Hummingbird,aves
gawhum1,Green-and-white Hummingbird,aves
wtbfly1,White-tailed Blue Flycatcher,aves
wbcfly1,White-bellied Crested Flycatcher,aves
wtcfly1,White-tailed Crested Flycatcher,aves
afbfly1,African Blue Flycatcher,aves
ducfly1,Dusky Crested Flycatcher,aves
karcha1,Karoo Chat,aves
siccha1,Sickle-winged Chat,aves
tracha1,Tractrac Chat,aves
41353,lesser sheath-tailed bat,mammalia
brrbun1,Brown-rumped Bunting,aves
yebbun,Yellow-breasted Bunting,aves
rehbun1,Red-headed Bunting,aves
gyhbun1,Gray-necked Bunting,aves
cabbun1,Cabanis's Bunting,aves
crebun2,Cretzschmar's Bunting,aves
corbun1,Corn Bunting,aves
capbun1,Cape Bunting,aves
yebbun1,Yellow-browed Bunting,aves
rocbun1,Rock Bunting,aves
cinbun1,Cinereous Bunting,aves
meabun1,Meadow Bunting,aves
cirbun1,Cirl Bunting,aves
yellow2,Yellowhammer,aves
yetbun1,Yellow-throated Bunting,aves
gobbun1,Golden-breasted Bunting,aves
chebun2,Chestnut-eared Bunting,aves
godbun1,Godlewski's Bunting,aves
gosbun1,Gosling's Bunting,aves
ortbun1,Ortolan Bunting,aves
lalbun1,Lark-like Bunting,aves
rubbun1,Rufous-backed Bunting,aves
tibbun1,Tibetan Bunting,aves
crebun1,Crested Bunting,aves
pinbun,Pine Bunting,aves
blhbun1,Black-headed Bunting,aves
palbun,Pallas's Bunting,aves
bkfbun2,Masked Bunting,aves
sombun1,Somali Bunting,aves
litbun,Little Bunting,aves
rusbun,Rustic Bunting,aves
chebun1,Chestnut Bunting,aves
houbun3,House Bunting,aves
reebun,Reed Bunting,aves
slabun1,Slaty Bunting,aves
socbun1,Socotra Bunting,aves
bkfbun1,Black-faced Bunting,aves
chbbun1,White-capped Bunting,aves
houbun2,Striolated Bunting,aves
yelbun1,Yellow Bunting,aves
cibbun1,Cinnamon-breasted Bunting,aves
tribun1,Tristram's Bunting,aves
grybun,Gray Bunting,aves
ocrbun1,Ochre-rumped Bunting,aves
dugfin1,Duida Grass-Finch,aves
wtgfin1,Wedge-tailed Grass-Finch,aves
lesgrf1,Lesser Grass-Finch,aves
ptpfin1,Pale-throated Pampa-Finch,aves
grpfin1,Great Pampa-Finch,aves
plhfin1,Plum-headed Finch,aves
paifir1,Painted Firetail,aves
stafin1,Star Finch,aves
gycwar3,Gray-capped Warbler,aves
pinfly1,Pine Flycatcher,aves
whtfly1,White-throated Flycatcher,aves
aldfly,Alder Flycatcher,aves
blcfly1,Black-capped Flycatcher,aves
wesfly,Western Flycatcher,aves
yelfly1,Yellowish Flycatcher,aves
yebfly,Yellow-bellied Flycatcher,aves
bubfly,Buff-breasted Flycatcher,aves
