common_name_is





























Mjallhegri

Gráhegri


Jötnahegri
Bláhegri

Kúhegri

Hríshegri
Hettuhegri


Rauðhegri


Haglskrofa

Hettuskrofa
Gráskrofa
Hafskrofa

Pollahegri
Tjarnhegri

Relluhegri


Gresjudoðra



Tildra



Brúntuldri

Stormtuldri


Bogtuldri






Grátuldri











































































Döggsöngvari











Serkugla

Brandugla


Eyrugla










































Gáshaukur





















Kattugla
































































































Kúfönd
Kollönd


Hringönd
Skutulönd
Skúfönd

Duggönd

Jarpönd
Dúkönd



























Sléttulæpa



















































































































Sedrustoppa
Silkitoppa











Grasþvari
Rengluþvari


Reyrþvari
Rindilþvari




Sefþvari
Helluþvari







































Margæs
Kanadagæs
Alaskagæs
Helsingi
Fagurgæs


























Úfur




Snæugla

Lúðurfinka
Hornfinka





Hjálmönd
Hvinönd
Húsönd
















Svöludrúði
Ægisdrúði






Tríll
Flóðtríll












Músvákur

Heiðavákur


Fjallvákur
Leirvákur







Arnvákur



Stúfuvákur













Krabbahegri

Grænhegri























































Moskusönd









Stubblævirki

Sandlævirki



Sportittlingur













Ósatíta
Sanderla
Lóuþræll
Leirutíta
Rauðbrystingur
Efjutíta
Spóatíta
Vaðlatíta
Vaðfæla
Sendlingur
Hólmatíta
Rákatíta
Veimiltíta
Mærutíta

Rúkragi
Fitjatíta
Skeiðtíta
Roðatíta
Sportíta
Grastíta
Bakkatíta
Grátíta













Fagurgali




Skúfhæna






























Urðaskrofa
Dyngjuskrofa
Fjöruskrofa






































































































































Niðfari










Náttfari
Dulfari













Nýfari






Niflfari









Haustskríkja
Mýraskríkja







Þistilfinka
Næfurfinka











Rósafinka









Dreyrfinka
Jarpfinka

Glitnir




Roðafinka










Bergspör




























Húmþröstur

Dulþröstur


Hlýraþröstur

Moldþröstur





















Brandsvala












































Sporagaukur














Teista





































Glaumgali



Ymgali




Garðfeti

Skógfeti


















Skjaldþyrill


Blæsöngvari














































Háfsvölungur






















































Sandlóa

Kvöldlóa
Skræklóa





























Huldulævirki






















Macqueendoðra
Auðnadoðra

Skeggþerna
Tígulþerna
Kolþerna













Grænfinka




















































































Nóntittlingur




Húmfari















Mýramáfur

Hærumáfur
Bleikmáfur



Trjámáfur
Hettumáfur


Gullgaukur



















Demantsfasani
Gullfasani











































Hvítstorkur



Kolstorkur







































Fossbúi








Fjólustari










































Þornsóli























Snákerna



Brúnheiðir




Bláheiðir


Fölheiðir



Gráheiðir









































Hálmsöngvari































Dílagaukur
Þyrnigaukur

Gjallörn

Gnýörn
Hávella












































Kjarnbítur



Spágaukur
Regngaukur










































Gullklambra





















Tannhæna



























Hringkráka
Dvergkráka








Eyjadúfa


Bakkadúfa



Moldardúfa

Lárdúfa


Bjargdúfa

Holudúfa



Hringdúfa







Laufdúfa




























































































Álfahrani

Hindhrani


Bláhrani












































Rauðkollur


Mjallkráka


Brellikráka

Hrafn
Grákráka
Svartkráka
Frumskógarkráka





Bláhrafn


















Blökuhrafn
Auðnakráka



Bæjakráka





















































Kornhæna



















































Sprettustari



Engirella






























































































































Gaukur








Tágagaukur











Kampasöngvari
Þyrnisöngvari
Glámsöngvari

Netlusöngvari

Kliðsöngvari
Óðsöngvari


Knappsöngvari

Hjálmsöngvari
Kýpursöngvari
Morgunsöngvari
Grýtusöngvari
Hauksöngvari
Klungursöngvari
Eysöngvari


Busksöngvari

Sandlápa


Sléttulápa







Blámeisa
Hvítmeisa
























































Bláskjór
























Svartsvanur

Dvergsvanur
Álft

Hnúðsvanur


































































Pálmasvölungur































Mardúfa

































Bæjasvala






























Drumbspæta

Barrspæta

Balkanspæta


Fauskspæta



Barkarblístra


Roðablístra
Randablístra










































































































































































Brimtrosi
Hrímtrosi












Rísstarli


























Krabbametja





















Stubbspæta







Svartspæta














































































Kattfugl
























Flökkudúfa































Svarthegri
Mýrahegri

Bjarthegri
Kóralhegri




Ljómahegri
Hólmahegri






























Völsungur







































Víðitittlingur
Stepputittlingur
Meltittlingur

Hrjósturtittlingur
Korntittlingur

Kvisttittlingur
Steintittlingur
Hlíðatittlingur
Teigtittlingur
Álmtittlingur
Gultittlingur





Dultittlingur




Lerkitittlingur
Hettutittlingur
Reyrtittlingur


Dvergtittlingur
Hrístittlingur
Ryðtittlingur

Seftittlingur


Kofratittlingur
Axtittlingur
Hústittlingur

Klettatittlingur














Elrigreipur






Stúfgreipur


Mýgreipur























Hnotbítur
Köngulbítur



































Melalævirki











Fjallalævirki
Hornlævirki





Finkulævirki
Kragalævirki
















Glóbrystingur












































Fagurstrildi


Kvakstrildi



























Fjalllóa



















































Söngstrildi
Silfurstrildi




Mýrasóti


















































































Brúnhrani













Ambríi












Slagfálki

Vargfálki

Smyrill
Skuggafálki




Eyfálki







Kliðfálki


Förufálki




Fálki

Skrúðfálki
Gunnfálki

Turnfálki
Kvöldfálki














Trafgrípur












Flekkugrípur

Skógargrípur



Peðgrípur





Faldgrípur




















































Svarthæna










Lundi
Topplundi







Freigátufugl

Skuggasvala





Bókfinka

Fjallafinka





Kolhæna


Bleshæna

Hnúðhæna




Fýll













































Topplævirki




Kamblævirki











Hrossagaukur





Heiðasnípa
Holtasnípa





Móasnípa


Sefhæna
























































Skrækskaði





Svalbrúsi
Glitbrúsi
Himbrimi

Lómur











Sandþerna































Apalþröstur













































Grímuskríkja















Skallaíbis


























Svölutrítill
Stepputrítill


Þernutrítill





















Sparrugla



























































































































Grátrana




Lokkatrana






























Toppskarfur







































Sólspör

Lambagammur


Svartgammur

Gæsagammur


Tógammur

















Sortatjaldur
Magellanstjaldur


Eyjatjaldur
Tjaldur
Fölvatjaldur
















Gráþyrill




Tyrkjaþyrill
Haförn
Skallörn
Gjálpörn




































Ársóli

Taglsóli



















































Þytsöngvari
Glymsöngvari




















































































Kvöldbítur


































Skálmörn











Háleggur






Spésöngvari
Gaddsöngvari
Ólífusöngvari
Skopsöngvari






Skeifusvölungur




Bliksvala












Landsvala
Þráðsvala


Straumönd

































Ránarsvala





Sjósvala





Marsvala

Stormsvala






Dvergmáfur




Ránþerna

















































Trjáþröstur































































Langhali





















































Kóralmáfur
Brúnmáfur
Fiskimáfur
Sandmáfur
Lónamáfur












Álmkraki




















Bogakraki




Glymörn












Glapsöngvari


Fölsöngvari
Trjásöngvari

















































Sólskotta


















Barrþröstur

















Vetrartittlingur




Gauktíta























Árugla








































Logastrildi


Dalrjúpa

Rjúpa

































































































Þyrnisvarri

Brúnsvarri

Grásvarri
Söðulsvarri



Bleiksvarri


Steppusvarri
Geigsvarri

Grímusvarri

Ránsvarri
Trjásvarri









Silfurmáfur
Leirumáfur



Klapparmáfur

Stormmáfur

Hringmáfur

Sílamáfur
Heiðmáfur
Bjartmáfur

Hvítmáfur

Svartbakur









Heiðgali









































Ormskríkja































































































Hræstorkur



































Snjótrana







Hláturmáfur


Sléttumáfur



































Snípuduðra
Kanaduðra













Mýrajaðrakan
Lappajaðrakan
Jaðrakan
Hörfinka
Lyngfinka


















































Straumsöngvari


Lensusöngvari
Flóðsöngvari





Engisöngvari
















































Kambönd



Toppmeisa





































































Krossnefur
Víxlnefur

Pánefur
Skotanefur















Trjálævirki




Húmgali
Næturgali

Blábrystingur


















Dvergsnípa








Svartorri
Orri





































Risafýlingur
Jötunfýlingur














































































































Ljóshöfðaönd
Sigðönd

Rauðhöfðaönd

Gargönd







Dropönd









































Beltaþyrill














































































































Kolönd
Korpönd
Hrafnsönd
Krákönd












Misturlævirki
Sunnulævirki


Sótlævirki






















Kalkúni












Sönghaukur

















































Fenjatittilingur

Ómtittlingur



















Hvítönd

Gulönd

Toppönd




Býsvelgur















Mýsvelgur

Flugnasvelgur














































Vatnaskarfur



Dvergskarfur






























Þyrnihaukur









































Vatnagleða
Svölugleða









Hermifugl



























Kjarrlævirki




















Klifurskríkja


















Kúastarli





































Rauðþröstungur


Bláþröstungur


Snæspör












Súla
Höfðasúla



Árerla
Maríuerla


Straumerla
Mýrerla

Gulerla























Mökkurgrípur










Grágrípur












































Skógstorkur























































































Munkpáfi




























































































Mauraskvetta



















































































































Skerjaskarfur




















Hettugammur























































Barðsvala








Skarngammur







































Steppudoðra


Valldoðra




















Bleikdúfa





















Kólfönd

Laufönd


















































































































Hnotbrjótur




Fjöruspói
Norðspói


Dvergspói
Spói

Dílaspói
Perluhæna




















Nátthegri




























Hafsvala











































































Spördúfa

Gjádepill


Kýpurdepill
Auðnadepill


Skriðudepill



Jörfadepill
Steppudepill
Helludepill
Urðardepill
Harmdepill



Völuskotta
Klungurdepill
Munkadepill
Steindepill

Grjótdepill

Nunnudepill


Klettadepill











































Gljúfurstari


Hrímþerna
Taumþerna
Möttulþerna













































































Laufglói





































































Trölldoðra















Hornugla





































Skopugla





















Hrókönd
Eirönd







































































































Ísmáfur






















Gjóður






Kampameisa






























































Skúraskríkja



















Flotmeisa






Gráspör






Spánarspör
Roðaspör

Ítalaspör
Gullspör

Þyrnispör
Trjáspör




Auðnaspör



Gresjutittlingur
Tófutittlingur
Skrúðtittlingur
Niðtittlingur
Pátittlingur
Blátittlingur



Rósastari
































Njarðarsvala









Hrokkinkani


Roðakani

Rauðkani





































































Jarðhæna

Akurhæna

















Barrmeisa







Váskaði


Býþjór

Malajaþjór
























Klettasvala


















Steinspör





































Melspíra


































Dílaskarfur




Sílaskarfur





Þórshani
Óðinshani
Freyshani


















Fashani








Tígultáti






























































Húmtrosi




Dvergflæmingi
Fjallaflæmingi
Dalaflæmingi
Roðaflæmingi
Rauðflæmingi
Karíbahafsflæmingi








Hlíðaskotta
Ryðskotta




Kjarrskotta
Húsaskotta
Garðaskotta








































































Limsöngvari
Norðsöngvari




Eyjasöngvari





Gransöngvari
Krúnusöngvari




Skúmsöngvari





