common_name_ar




























طلابون غابوني







فيل البحر الشمالي
فيل البحر الجنوبي







































































سمنة الصخور


سمنة الصخور الزرقاء















أطيش شمالي


أيل سيبيريا المسكي


أبوفصادة ابيض


أبوفصادة رمادي
أبوفصادة ليموني

أبو فصادة أصفر غربي




أبو فصادة شرقي







نمس مخطط
منتجق  بورنيوي
منتجق صيني
منتجق أحمر شمالي

فأر المنازل
فأر غرب المتوسط
زغبة بندقية














خاطف الذباب المرقط















ابن عرس قصير الذيل
ابن مقرض
ابن مقرض أسود الأقدام
ابن عرس صغير
سفشة أوروبية
ابن عرس قصير الذيل























اللقلق أصفر المنقار























































































درة ناسكة






























كيب




















خفاش ذو أذن الفأر الصغير








خفاش جيوفروي















خفاش ناتيرير






















آكل النمل الكبير




































































































غورال صيني
















قرد الململة

قوطي أبيض الخطم
قوطي أمريكي جنوبي
قوطي الجبل الشرقي










































ابن عرس طويل الذيل
منك أمريكي




























رخمة مصرية



















































































بطة راساء

بطة حمراء القنة














































































جبون برتقالي الخدين الجنوبي











ولب رشيق






























كروان ماء كبير




كروان الماء صغير

كروان ماء دقيق المنقار





خفاش ناكشول الشائع



كلب الراكون البر الرئيسي











بلشون الليل أسود التاج



















الكوكاتيل








نوء ويلسوني



























داغي شائع




أيل بغل
أيل أبيض الذيل









































حمحم



أبلق أحمر الذيل
أبلق قبرصي
أبلق صحراوي


أبلق فنشي



فَقَاقَةٌ غَشْوَاءُ غَربِيّةٌ
أبلق أشهب
أبلق أبيض القنة

أبلق حزين


فَقَاقَةٌ غَشْوَاءُ شَرْقِيَّةٌ
قليعي أسود الذيل
أبلق أحمر العجز
أبلق مقلنس
أبلق شمالي



أبلق أبقع

أبلق شمالي (seebohmi)
أبلق كردي































فأر المسك











زرزور أسود



خرشنة ملجمة
خرشنة غبساء




ضفدع الفراولة السام
ضفدع السم الشيطاني الصغير














حوت قاتل
ماعز جبلي


















وثاب الصخور




































صفارية اورسية















خلد الماء













































أرنب أوروبي





أسد البحر أمريكا الجنوبية

حبارى كبيرة
ثعلب خفاشي الأذنين
جلاجو بني كبير
جلاجو كبير صغير الأذنين
خفاش طويل الأذنين الصحراوي











ثبج مخطط


ثَبَجٌ قُبْرُصِيٌّ


































ثَبَجٌ أوْرَاسِيٌّ











خروف
كبش الجبال الصخرية









بط ابيض الراس





أيل بامباس


































































































فقمة قيثارية
زباد مقنع



















شمبانزي شائع
عقاب نساري

أسد
يغور
نمر
ببر
نمر الثلوج
رميز ملتحي



رباح زيتوني
رباح أصفر
رباح غينيا
رباح شاكما







نمس سيلوس




















زباد النخيل الآسيوي
زباد النخل جنوب شرق آسيا



ضبع بني









































قرقف كبير






دوري منزلي

دوري ذهبي عربي




دوري أسباني





دوري البحر الميت
دوري الشجرالأوراسي

















زرزور وردي


























الطاووس الهندي

بقري مطوق


خز سماك




ريبك رمادي





بجعة دلماشية


بجعة بيضاء كبيرة

بجعة وردية الظهر






















ضفدع سيول
ضفدع الماء الإبيروسي
ضفدع صالح للأكل
ضفدع البركة

ضفدع داكن النقط
ضفدع اخضر ايبيري
ضفدع ذهبي شرقي

ضفدع قبرصي
ضفدع الصحراء الكبرى
























































قرقف فحمي










حوام النحل الاوروبي

حوام النحل الشرقي المتوج











































دوري الصخر





































استوائي احمر المنقار


































غاق كبير










فلروب أحمر
فلروب أحمر الرقبة


















كوالا


































































فقمة شائعا










النحام الصغير



النحام الكبير










حميراء صهباء الظهر





حميراء سوداء
حميراء









































































نقشارة قطبية










نقشارة شائعة





نقشارة قاتمة





نقشارة هيوم


نقشارة صفراء الحاجب














نقشارة خضراء




نقشارة بونلي الشرقية




نقشارة بالاس






نقشارة رادي
نقشارة الغاب
نقشارة جبلية







نقشارة الصفصاف



















حوت العنبر











العقعق الأوراسي





















































































خفاش كوهل


بيبستريلس  شائع






























ساكي الوجه الذهبي
ساكي عاري الوجه
ساكي ميلر
ساكي الراهب
ساكي نابو




































أبو ملعقة الأوراسي


















































درسة الثلوج



تيتي كستنائي البطن

تيتي نحاسي

تيتي أبيض الأذن

تيتي أحمر البطن

تيتي مزخرف
تيتي مغطا بالأبيض
تيتي توبين

أبو منجل اللماع









































































حباك مقنع




زقزاق ذهبي اوروبي
زقزاق ذهبي امريكي
زقزاق ذهبي سيبيري
زقزاق ارمد











غطاس أقرن
غطاس متوج

غطاس أحمر الرقبة

غطاس أسود الرقبة
















قرقف حزين































































الببغاء السنغالي


















































































إنسان الغاب البورنيوي




























دجاجة الماء الأفريقية




دجاجة الماء الأرجوانية






مرعة رقطاء
خنزير الآجام
خنزير الأنهار الأحمر

كنكاج




لنغور جاوة الرمادي
لنغور مخطط
لنغور سومطري أسود التاج

لنغور روبنسون المخطط
لنغور ماروني
لنغور شاحب الفخذ














نِمْنِمَةٌ ذَنُوبٌ




نِمْنِمَةٌ رَقيقَةٌ














قط البر الرئيسي النمري

































وبر صخري










راكون آكل للسرطان
راكون شائع
















سيفاكا كوكريلي
سيفاكا مكلل
سيفاكا فيروي












عصفور الشوك أسود الحنجرة
عصفور الشوك البي




عصفور الشوك











































































































حوت قاتل كاذب











































































ببغاء الكساندرين



درة مطوقة













































قطا عراقي


قطا متوج




قطا مخطط

قطا أسود البطن


قطا مرقط













نوء فييا




نوء اطلسي







نوء ناعم الريش































قضاعة عملاقة





الثعلب الطائر الأسود
الثعلب الطائر ذو النظارة



الثعلب الطائر الهندي

الثعلب الطائر رمادي الرأس


























































































































خطاف الصخر


خطاف الجرف الأوراسي

بودو جنوبي


جلم ماء استوائي

جلم ماء خمري







جلم ماء بيلركي




جلم ماء الفارسي
جلم ماء مانكس

جلم ماء بحر الأبيض المتوسط






أسد الجبال

































بلبل اصفر العجز- بلبل







لنغور أحمر الساق
لنغور دوك أسود الساق





























زاغ أصفر المنقار
زاغ أحمر المنقار




































































مرعة ماء









































قبرة مغربية
















رنة










جرذ المستنقع الغربي
جرذ المستنقعات الأسترالي
جرذ بني
جرذ أسود










نكات ابقع

ظبي القصب الجنوبي
ظبي القصب الجبلي

صعو أحمر العرف

صعو أصفر العرف








قرقف البندول































وحيد قرن هندي







خفاش الحدوة المتوسطي
خفاش الحذوة الكبير


خفاش الحدوة الصغير














خفاش ذيل الفأر الكبير











































































حسون قرمزي الجناح



