common_name_sk
ľabtuška kameniarka
ľabtuška krátkozobá
ľabtuška Godlewského
ľabtuška bielopása
ľabtuška okuliarnatá
ľabtuška škoricová
ľabtuška škvrnitá
ľabtuška hôľna
ľabtuška sibírska
ľabtuška hnedochrbtá
ľabtuška tmavolíca
ľabtuška pobrežná
ľabtuška okrovoprsá
ľabtuška pustatinná
ľabtuška plantážová
ľabtuška dlhoprstá
ľabtuška lesná
ľabtuška dlhonohá
ľabtuška peruánska
ľabtuška skalná
ľabtuška lúčna
ľabtuška veľká
ľabtuška ružová
ľabtuška okrová
ľabtuška madanga
ľabtuška ryžová
ľabtuška dlhozobá
ľabtuška ozdobná
ľabtuška vrchovská
ľabtuška prériová
ľabtuška hnedá
ľabtuška hôrna
ľabtuška plavá
žeriav sarus
žeriav plavokrký
žeriav brolga
žeriav bielokrký
Pronghorn
lelek škvrnochvostý
lelek mexický
lelek mayský
lelek vido
lelek kubánsky
lelek haitský
lelek čiernohrdlý
lelek obojkový
lelek hrdzavý
lelek okrovokrký
lelek vrchársky
lelek hodvábny
lelek hlasný
Pallid Bat
vlhovec plantážový
raždiar anumbi
Common Short-tailed Cricket
Indies Short-tailed Cricket
chriašteľ gaštanový
Azara’s Night Monkey
Colombian Night Monkey
Andean Night Monkey
Black-headed Night Monkey
Spix's Night Monkey
dravčík sumatranský
dravčík modrochvostý
penička hnedohlavá
penička bielohrdlá
penička kapucňová
penička masková
penička hrdzavohrdlá
penička bielokrídla
penička popolavá
penička sivá
penička žltoprsá
penička žltohrdlá
penička kenská
penička krátkochvostá
penička čiernohrdlá
penička konžská
penička akáciová
penička sivohlavá
penička čiernohlavá
penička čiapočkatá
penička horská
penička hnedohrdlá
penička čiernooká
penička lesná
penička tmavá
penička masajská
penička golierikatá
trogónovec žltolíci
trogónovec narina
trogónovec pásochvostý
okánik meguro
chriašteľ červený
chriašteľ pazúrnatý
pamuchár čiernozobý
pamuchár hrdzavoprsý
bieločelka bledoprsá
bieločelka kolohrivá
bieločelka hnedoprsá
kapuciarka dubová
kapuciarka modrohlavá
kapuciarka ostrovná
kapuciarka belasá
kapuciarka jednofarebná
kapuciarka mexická
kapuciarka krovinová
špicochvost papraďový
špicochvost tŕňochvostý
brložník nočný
Asian Honey Bee
včela medonosná
Bocaina Tree Frog
Guinle Tree Frog
Canebrake Tree Frog
majna záhradná
majna bielooká
majna spevavá
majna popolavá
majna pustovnícka
majna tanimbarská
majna hnedokrídla
majna atolová
majna norfolská
majna šalamúnska
majna ostrovná
majna dlhochvostá
majna hnedá
majna družná
majna krátkochvostá
majna molucká
majna žltooká
majna mikronézska
majna zelená
majna tmavá
majna horská
majna flautová
majna tichomorská
majna hrdzavokrídla
holub maľovaný
Ryšavka obyčajná
pralesníček bledonohý
kráľčik ušľachtilý
kráľčik červenokrídly
