common_name_ko



























































































검은뿔작은매




쇠검은머리흰죽지
미국흰죽지

붉은가슴흰죽지
줄부리오리
흰죽지
댕기흰죽지

검은머리흰죽지

적갈색흰죽지
큰흰죽지
















































































































































황여새
홍여새








열대붉은해오라기

큰덤불해오라기

검은해오라기






덤불해오라기
알락해오라기





















알락쇠오리


















흑기러기
큰캐나다기러기
캐나다기러기

붉은가슴기러기


























수리부엉이




흰올빼미








꼬마오리
흰뺨오리
북방흰뺨오리
















검은슴새











왕새매









서양말똥가리

큰말똥가리

말똥가리
털발말똥가리


























검은댕기해오라기





































































쇠종다리



긴발톱멧새













메추라기도요
세가락도요
민물도요

붉은가슴도요
송곳부리도요
붉은갯도요



긴부리좀도요
아메리카메추라기도요
작은도요


목도리도요

넓적부리도요
좀도요
종달도요
누른도요
흰꼬리좀도요
붉은어깨도요













진홍가슴





































슴새
























































































































































쏙독새














































붉은양진이









양진이


긴꼬리홍양진이









































































귀제비



























작은뻐꾸기사촌

















큰쿠칼











흰눈썹바다오리
흰줄날개바다오리













































흰수염바다오리



나무발발이



























































































































흰죽지꼬마물떼새


























































구레나룻제비갈매기
흰죽지갈매기
검은제비갈매기















방울새










































































































긴목갈매기




붉은부리갈매기


































































황새




먹황새










































물까마귀

















































































잿빛개구리매





"	알락개구리매"


개구리매







































개개비사촌






























밤색날개뻐꾸기



항라머리검독수리


바다꿩












































콩새

































































































갈까마귀
















흑비둘기




집비둘기

분홍가슴비둘기







양비둘기


























































































































































큰까마귀

까마귀






떼까마귀







큰부리까마귀















집까마귀


















































알락뜸부기




메추라기




















































































































































































뻐꾸기




검은등뻐꾸기
벙어리뻐꾸기
두견이

남방벙어리뻐꾸기















쇠흰턱딱새











비늘무늬덤불개개비


















흰머리유리박새
























































물까치

하늘유리새
큰유리새























고니
큰고니

혹고니
























주황가슴파랑딱새








































































































흰털발제비


흰턱제비




























붉은배오색딱다구리

큰오색딱다구리

오색딱다구리




















물레새















































































































바람까마귀
회색바람까마귀


검은바람까마귀



















































































































크낙새

"	까막딱다구리"









































































































































노랑부리백로
쇠백로




흑로
































검은죽지솔개







































검은머리촉새
붉은머리멧새





노랑눈썹멧새


멧새

노랑멧새
노랑턱멧새

붉은뺨멧새
동부산악멧새

노랑수염멧새




흰머리멧새
검은머리멧새
북방검은머리쑥새
섬촉새

쇠붉은뺨멧새
쑥새
꼬까참새

검은머리쑥새


촉새


무당새

흰배멧새
검은멧새
쇠검은머리쑥새













































밀화부리
큰부리밀화부리















































해변종다리
























꼬까울새











































































흰눈썹물떼새


검은뻐꾸기(초록부리뻐꾸기)









































파랑딱새

































































































파랑새




















비둘기조롱이





헨다손매

쇠황조롱이













흰발톱황조롱이


매




흰매


새홀리기

황조롱이














흰꼬리딱새







북방황금새





유럽까치딱새,알락딱새

노랑딱새
황금새

남방황금새
서양흰꼬리딱새











진푸른딱새

흰눈썹황금새































































군함조

큰군함조








되새








물닭




















































뿔종다리













뜸부기


꺅도요
큰꺅도요





꺅도요사촌




청도요
바늘꼬리도요


쇠물닭
























































어치





흰부리아비
큰회색머리아비

회색머리아비
아비











큰부리제비갈매기















귤빛지빠귀















흰눈썹지빠귀
























































































제비물떼새

























































붉은해오라기
푸른눈테해오라기


























































































검은목두루미
두루미
흑두루미


쇠재두루미








































































수염수리





"	고산대머리수리"
























검은머리물떼새














호반새




청호반새



흰꼬리수리


참수리
























































































사할린붉은허리개개비
북방개개비
붉은허리개개비
알락꼬리쥐발귀
섬개개비
큰개개비




















































































































흰점어깨수리




매사촌


큰매사촌



장다리물떼새
















바늘꼬리칼새

















제비



흰줄박이오리



















섬휘파람새

























바다제비








꼬마갈매기

물꿩


붉은부리큰제비갈매기





























































































































직박구리











































큰검은머리갈매기


고대갈매기


















































쇠덤불개개비































































































개미잡이




















































































검은할미새사촌















































































때까치


붉은등때까치

노랑때까치

재때까치












긴꼬리때까치



물때까치

칡때까치









카스피해갈매기

갈매기
괭이갈매기
북미갈매기

검은등갈매기
수리갈매기
작은흰갈매기

흰갈매기



한국재갈매기


큰재갈매기
옅은재갈매기
재갈매기
붉은가슴울새

쇠유리새



울새









































































































































































시베리아흰두루미




















갈색양진이


























긴부리도요
큰부리도요












캐나다흑꼬리도요
큰뒷부리도요
흑꼬리도요


















































점무늬가슴쥐발귀




쥐발귀개개비

































얼룩무늬납부리새































































































솔잣새
흰죽지솔잣새


























흰눈썹울새


















꼬마도요































































































































































아메리카홍머리오리
청머리오리

홍머리오리

알락오리


















































뿔호반새












































































































검둥오리
검둥오리사촌















큰부리종다리















































































































흰비오리

"	비오리"

바다비오리
호사비오리

















































































































































솔개















































































































꼬까직박구리







바다직박구리





















알락할미새


"	노랑할미새"
노랑머리할미새

서양긴발톱할미새

검은등할미새


흰눈썹긴발톱할미새


















쇠솔딱새

꼬까딱새

제비딱새




솔딱새



































































































































































































































































































































































































































































































































붉은부리흰죽지


















붉은가슴딱새
















솔부엉이


























따오기







뿔매













































잣까마귀




마도요


알락꼬리마도요
쇠부리도요
중부리도요























해오라기














































































































검은꼬리사막딱새







긴다리사막딱새









북방사막딱새



검은등사막딱새

















































알류샨제비갈매기
에위니아제비갈매기
검은등제비갈매기



























































꾀꼬리























































































느시






















































큰소쩍새






소쩍새






















































































































북극흰갈매기






















물수리






수염오목눈이


















































































노랑배박새



섬참새


집참새













참새








노랑눈썹북미참새








분홍찌르레기










































사다새


큰사다새














































































할미새사촌









류큐할미새사촌


진박새



노랑배진박새








벌매



















































































































가마우지
민물가마우지










붉은배지느러미발도요
지느러미발도요
큰지느러미발도요


















꿩




































































알바트로스


















"	딱새"


흰날개딱새


부채꼬리바위딱새

흰머리바위딱새

검은머리딱새
서양딱새







































































쇠긴다리솔새사촌

쇠솔새
사할린되솔새








북방동고비솔새
검은다리솔새
산솔새

솔새


솔새사촌





연노랑눈썹솔새


노랑눈썹솔새




















버들솔새



노랑허리솔새






긴다리솔새사촌
노랑턱솔새




되솔새



연노랑솔새




일본솔새

연노랑허리솔새

























까치








































"	청딱다구리"




















솔양진이














































































푸른날개팔색조

팔색조
















노랑부리저어새
저어새

















































흰멧새































































































미국검은가슴물떼새
검은가슴물떼새
개꿩











귀뿔논병아리
뿔논병아리

큰논병아리

검은목논병아리

















북방쇠박새
쇠박새


























































































































































































































































































































바위종다리





멧종다리


쇠바위종다리




































































































































































































































































흰배슴새



















































































































































































바위산제비


























































검은이마직박구리












































붉은부리까마귀











멋쟁이




























































흰눈썹뜸부기















































































뒷부리장다리물떼새






상모솔새





스윈호오목눈이





















































































































































꼬리치레












































옅은갈색제비

갈색제비

세가락갈매기



