common_name_pt
calhandra-ruiva
calhandra-do-ilhéu-raso
calhandrinha-asiática
calhandrinha-do-turquestão
calhandrinha-da-areia
calhandrinha-das-marismas
calhandrinha-somali
torda-mergulheira
guarda-rios
guarda-rios-cerúleo
guarda-rios-de-gola-azul-javanês
guarda-rios-hércules
guarda-rios-de-faces-azuis
guarda-rios-de-gola-azul-malaio
pica-peixe-azul
guarda-rios-cobalto
Gondonga
Alce
fulveta-castanha
fulveta-de-david
fulveta-do-iunão
fulveta-de-sobrancelha-preta
fulveta-de-huet
fulveta-de-faces-cinzentas
fulveta-nepalesa
fulveta-montesa
fulveta-de-faces-castanhas
fulveta-javanesa
bulbul-estriado
sineiro-de-nuca-ruiva
perdiz-mourisca
perdiz-chucar
perdiz-grega
perdiz-magna
perdiz-árabe
perdiz-de-garganta-preta
perdiz-comum
pombo-azul-malgaxe
pombo-azul-das-maurícias
pombo-azul-das-seicheles
pombo-azul-das-comores
tesoura-do-campo
galito
peru-do-mato-australiano
Floury Baker
pisco-castanho
pisco-diademado
papagaio-galego
papagaio-rei-das-molucas
papagaio-rei-da-papua
papagaio-rei-australiano
torda-miúda
debulhador-de-peito-escamado
Allen's Swamp Monkey
Aligátor-americano
Rã-de-coxa-brilhante
Striped Rocket Frog
Allard's Ground Cricket
Striped Ground Cricket
Gray Ground Cricket
Choctaw ground cricket
Southern Ground Cricket
Salt-Marsh Ground Cricket
Tinkling Ground Cricket
Walker's Ground Cricket
bulbul-de-faces-castanhas
bulbul-amarelo
bulbul-de-palawan
bulbul-ocráceo
bulbul-pálido
bulbul-de-barrete-cinzento
bulbul-penan
bulbul-de-faces-cinzentas
andorinha-morena
ganso-do-egipto
ganso-da-reunião
ganso-das-maurícias
Bugio-vermelho-da-venezuela
Guariba-de-mãos-ruivas
Bugio-preto
Bugio-de-mãos-vermelhas-de-spix
Bugio-ruivo
Bugio-vermelho-das-guianas
Bugio-de-manto
Bugio-preto-de-yucatán
Bugio-vermelho-da-bolívia
Guariba-vermelho
Bugio-de-mãos-vermelhas-do-maranhão
Catalonian Midwife Toad
Sapo-parteiro-ibérico
Sapo-parteiro-comum
degolado-de-cabeça-vermelha
degolado
petróica-terrestre-pequena
petróica-terrestre-grande
bengali-mosqueado
bengali-verde
guarda-marinha
saracura-lisa
galinha-do-mato-isabelina
galinha-do-mato-das-talaud
galinha-do-mato-das-molucas
galinha-do-mato-filipina
franga-d'água-de-peito-branco
sementeiro-equatoriano
sementeiro-de-carrizal
sementeiro-azul
negrinho-do-mato
colibri-hondurenho
colibri-canela
colibri-de-cauda-ruiva
colibri-do-iucatão
colibri-amazília
papagaio-verdadeiro
papagaio-de-bico-preto
papagaio-de-testa-branca
curica
papagaio-de-colar-vermelho
papagaio-de-nuca-amarela
papagaio-de-loros-vermelhos
papagaio-d'ombros-amarelos
papagaio-de-cara-roxa
papagaio-jamaicano
papagaio-diadema
papagaio-de-bochecha-azul
papagaio-moleiro
papagaio-da-várzea
papagaio-de-coroa-lilás
papagaio-de-são-vincente
papagaio-imperial
papagaio-dos-garbes
papagaio-cubano
lilacine amazon
papagaio-de-nuca-escamosa
papagaio-campeiro
papagaio-de-cabeça-amarela
papagaio-charão
chauá
papagaio-de-tucumão
papagaio-dominicano
papagaio-de-santa-lúcia
papagaio-de-peito-roxo
papagaio-de-coroa-vermelha
papagaio-porto-riquenho
papagaio-do-iucatão
marreca-ananaí
cacique-de-bico-amarelo
Clicker Round-winged Katydid
Florida Oblong-winged Katydid
Texas false katydid
Oblong-winged Katydid
Rattler Round-winged Katydid
jardineiro-de-testa-dourada
jardineiro-de-doberai
jardineiro-de-macgregor
jardineiro-estriado
tecelão-de-bico-grosso
cardeal-do-banhado
Three-striped Poison Frog
Common River Frog
Cape River Frog
Poynton's River Frog
cotovia-angolana
cotovia-de-colar
cotovia-das-castanholas
cigarrinha-do-campo
tico-tico-do-campo
tico-tico-gafanhoto
calhandra-das-dunas
calhandra-do-deserto
calhandrinha-rabirruiva
cotovia-da-namíbia
formigueiro-de-barriga-cinza
perdiz-assobiadeira
perdiz-do-deserto
Esquilo-antílope-de-Harris
Esquilo-antílope-do-Texas
Esquilo-antílope-de-cauda-branca
Esquilo-antílope-de-San-Joaquin
tico-tico-dos-sapais
tico-tico-de-leconte
tico-tico-marítimo
tico-tico-de-nelson
Carneiro-da-Barbária
mainá-coroado
fruteiro-escamoso
cotinga-de-crista-vermelha
cotinga-de-crista-castanha
formigueiro-de-cabeça-cinzenta
Clapping Cicada
Chirping Cicada
Chorus Cicada
tico-tico-de-garganta-preta
tico-tico-de-cinco-listas
fadinha-kalkadoon
fadinha-cinzenta
fadinha-de-carpentária
fadinha-do-eyre
fadinha-preta
fadinha-de-cauda-curta
fadinha-de-bico-grosso
sandhill grasswren
fadinha-sombria
fadinha-de-opalton
fadinha-estriada
fadinha-ocidental
fadinha-de-pilbara
fadinha-de-garganta-branca
limpa-folha-miúdo
limpa-folha-ocráceo
limpa-folha-de-cauda-ruiva
limpa-folhas-montês
limpa-folhas-d'óculos
beija-flor-do-príncipe
beija-flor-de-são-tomé
beija-flor-de-reichenbach
barranqueiro-de-topete
trepador-coleira
Mormon Cricket
tourinho-fuliginoso
tourinho-de-joão-fernandes
tourinho-de-bico-amarelo
tourinho-de-crista-preta
tourinho-de-bico-preto
tourinho-de-crista-bicolor
tecelão-do-juba
tecelão-de-cabeça-vermelha
Golden Emperor
borrelho-de-coleira-interrompida
borrelho-da-puna
borrelho-do-cáspio
borrelho-tibetano
borrelho-de-banda-dupla
batuíra-de-coleira
borrelho-de-faces-brancas
batuíra-de-coleira-dupla
borrelho-de-bico-torto
borrelho-javanês
batuíra-mascarada
borrelho-de-testa-branca
borrelho-mongol
borrelho-montês
borrelho-de-coleira-interrompida-americano
borrelho-maori-do-sul
borrelho-de-colar-ruivo
borrelho-do-gado
borrelho-da-malásia
borrelho-de-barrete-ruivo
borrelho-de-santa-helena
borrelho-malgaxe
borrelho-oriental
batuíra-bicuda
arrabio
marrequinha-das-andamão
marrequinha-andina
marrequinha-das-auckland
marreca-toicinho
marrequinha-malgaxe
marrequinha-de-bico-vermelho
marrequinha-castanha
marrequinha-maori
marrequinha
pato-mexicano
arrabio-de-eaton
arrabio-de-bico-vermelho
marreca-pardinha
pato-da-flórida
marreca-parda
marrequinha-de-sunda
marrequinha-cinzenta
pato-de-laysan
pato-filipino
pato-malgaxe
marrequinha-das-campbell
pato-real
pato-de-bico-pintado-indiano
pato-escuro-americano
pato-preto-africano
pato-preto-australiano
marrequinha-das-maurícias
pato-de-bico-amarelo
pato-havaiano
pato-de-bico-pintado-chinês
cegonha-de-bico-aberto-africana
cegonha-de-bico-aberto-asiática
Madras Treeshrew
Chirping Trig
Say's Trig
Fulton's Trig
Pink-spotted Trig
Fast-tinkling Trig
Slow-tinkling Trig
Spring Trig
Sapo-americano
Sapo-ocidental
Sapo-das-grandes-planícies
Chihuahuan Green Toad
Sapo-de-Fowler
Sapo-canadense
Sapo-de-pintas-vermelhas
Sapo-do-carvalho
Sapo-do-Texas
Sapo-do-sul
Sapo-de-Woodhouse
limpa-folha-picanço
tucano-montês-de-capuz
tucano-montês-de-peito-cinzento
tucano-montês-de-placas
tucano-montês-de-bico-preto
Andean Poison Frog
colibri-de-bico-denteado
bulbul-sombrio
pássaro-chicote-da-papua
Angustitrella roosevelti
anhuma
biguatinga
mergulhão-serpente-oriental
mergulhão-serpente-australiano
mergulhão-serpente
tangará-de-barriga-escarlate
tangará-lacrimoso
tangará-de-santa-marta
tangará-de-queixo-preto
tangará-d'asa-azul
arara-azul-pequena
arara-azul
arara-azul-de-lear
viúva-tecelão
rabo-branco-de-cauda-larga
calau-castanho
calau-de-crista
calau-ferrugíneo
nodi-cinzento
nodi-azul
trinta-réis-preto
trinta-réis-escuro
nodi-pequeno
ganso-de-testa-branca
ganso-bravo
ganso-de-bico-curto
ganso-das-neves
ganso-imperial
ganso-africano
ganso-pequeno
ganso-campestre-da-taiga
ganso-de-cabeça-listada
ganso-das-neves-pequeno
ganso-campestre-da-tundra
ganso-pega
Nornalup Frog
Yellow-footed Antechinus
papa-moscas-de-colarinho
papa-moscas-de-sobrancelha-ruiva
beija-flor-de-peito-laranja
colibri-florido-de-tolima
colibri-florido-de-santa-marta
papa-mel-carunculado
papa-mel-d'asa-ruiva
papa-mel-lunulado
papa-mel-de-barriga-amarela
papa-mel-governador
papa-mel-das-chatham
papa-mel-maori
chapim-do-algodão-cinzento
chapim-do-algodão-de-testa-amarela
chapim-do-algodão-do-cabo
chapim-do-algodão-etíope
chapim-do-algodão-amarelo
chapim-do-algodão-sudanês
calau-de-faces-brancas
calau-coroado-indiano
calau-malaio
calau-de-palawan
calau-das-sulu
colibri-porto-riquenho-dourado
colibri-das-antilhas
colibri-jamaicano
beija-flor-de-veste-preta
colibri-de-gravata-verde
colibri-de-veragua
beija-flor-de-veste-verde
colibri-porto-riquenho-verde
beija-flor-de-anchieta
beija-flor-de-cauda-violeta
beija-flor-dos-mangais
beija-flor-de-garganta-cinzenta
beija-flor-violeta
beija-flor-de-garganta-castanha
beija-flor-das-uluguru
beija-flor-queniano
beija-flor-de-bico-direito
beija-flor-de-reichenow
beija-flor-de-garganta-vermelha
beija-flor-de-colar-vermelho
beija-flor-de-seimund
beija-flor-simples
beija-flor-de-queixo-cinzento
petinha-da-geórgia-do-sul
petinha-australiana
corre-caminho
petinha-andina
petinha-rabicurta
petinha-da-puna
petinha-do-mato
petinha-dos-campos
petinha-de-garganta-ruiva
petinha-das-pampas
caminheiro-zumbidor
petinha-do-capim
caminheiro-de-espora
petinha-das-rochas
caminheiro-de-unha-curta
petinha-de-blyth
petinha-da-sibéria
petinha-da-papua
caminheiro-de-barriga-acanelada
petinha-silvestre
petinha-montesa
siberian pipit
petinha-de-dorso-liso
petinha-estriada
petinha-de-malindi
caminheiro-dourado
petinha-de-nicholson
petinha-dos-nilgiris
petinha-neozelandesa
petinha-do-niassa
petinha-pernilonga
petinha-peruana
petinha-marítima
petinha-dos-prados
petinha-de-richard
petinha-rosada
Petinha-fulva
madanga
petinha-dos-arrozais
petinha-de-bico-comprido
petinha-de-sokoke
petinha-ribeirinha
petinha-das-pradarias
petinha-dos-himalaias
petinha-das-árvores
petinha-creme
grou-sarus
grou-americano
grou-brolga
grou-de-nuca-branca
Antilocapra
bacurau-de-rabo-maculado
noitibó-cantor-mexicano
noitibó-guatemalteco
noitibó-carolino
noitibó-cubano
noitibó-dominicano-grande
noitibó-porto-riquenho
noitibó-de-colar-pálido
joão-corta-pau
noitibó-de-colar-pardo
noitibó-sombrio
bacurau-rabo-de-seda
noitibó-cantor-norte-americano
Pallid Bat
anumará
cochicho
Common Short-tailed Cricket
Indies Short-tailed Cricket
sanã-de-cabeça-castanha
Macaco-da-noite-de-azara
Macaco-da-noite-da-colômbia
Macaco-da-noite-dos-andes
Macaco-da-noite-de-cabeça-preta
Macaco-da-noite-de-spix
republicano-de-samatra
republicano-javanês
apális-de-cabeça-castanha
apális-de-moreau
apális-de-bamenda
apális-de-suíças
apális-de-chapin
apális-d'asa-branca
apális-de-chirinda
apális-cinzento
apális-de-peito-amarelo
apális-de-garganta-amarela
apális-dos-taita
apális-congolês
apális-de-garganta-preta
apális-do-kabobo
apális-de-karamoja
apális-do-namuli
apális-de-cabeça-preta
apális-de-barrete-preto
apális-de-faces-pretas
apális-de-garganta-castanha
apális-de-rudd
apális-de-garganta-fulva
apális-de-sharpe
maasai apalis
apális-de-colar
republicano-de-faces-amarelas
republicano-comum
republicano-de-cauda-barrada
olho-branco-das-bonin
frango-d'água-vermelho
frango-d'água-de-santa-helena
caça-moscas-de-bico-preto
caça-moscas-de-peito-pardo
cara-branca-do-sul
cara-branca-de-colar
cara-branca-de-peito-castanho
gaio-da-califórnia
gaio-floridense
gaio-de-santa-cruz
gaio-dos-vulcões
gaio-unicolor
gaio-mexicano
gaio-de-woodhouse
rabudinho-de-más-afuera
rabudinho-de-sobrancelha-laranja
grazina-de-bico-curto
Asian Honey Bee
Abelha-do-mel
Bocaina Tree Frog
Guinle Tree Frog
Perereca-verde
estorninho-de-samoa
estorninho-d'olho-branco
estorninho-cantor
estorninho-de-rarotonga
estorninho-de-kosrae
estorninho-das-tanimbar
estorninho-de-makira
estorninho-dos-atóis
estorninho-de-norfolk
estorninho-das-salomão
estorninho-de-rennell
estorninho-de-biak
estorninho-misterioso
estorninho-metálico
estorninho-de-cauda-curta
estorninho-das-molucas
estorninho-d'olho-amarelo
estorninho-micronésio
estorninho-bronzeado
estorninho-de-pohnpei
estorninho-de-espírito-santo
estorninho-da-nova-caledónia
estorninho-polinésio
estorninho-melanésio
pombo-canela
Ratinho-do-campo
formigueiro-de-yapacana
papagaio-d'asa-vermelha
papagaio-de-timor
pinguim-imperador
pinguim-rei
kiwi-do-sul
kiwi-do-norte
kiwi-malhado-grande
kiwi-malhado-pequeno
kiwi-de-okarito
andorinhão-de-dorso-escuro
andorinhão-pequeno
andorinhão-de-cabo-verde
andorinhão-asa-de-foice
andorinhão-de-balston
andorinhão-africano
andorinhão-camaronês
andorinhão-de-berlioz
andorinhão-de-bradfield
andorinhão-cafre
andorinhão-de-cook
andorinhão-das-barreiras
andorinhão-de-cauda-forcada
andorinhão-de-nyanza
andorinhão-doméstico
Andorinhão-asiático
andorinhão-pálido
salim ali's swift
andorinhão-da-serra
águia-imperial-ibérica
águia-africana
águia-audaz
águia-real
águia-perdigueira
águia-das-molucas
águia-imperial-oriental
águia-das-estepes
águia-fulva
águia-preta-e-branca
águia-preta
arara-verde
arara-canindé
arara-vermelha
arara-de-garganta-azul
araracanga
arara-militar
arara-de-testa-vermelha
maracanã-guaçu
arara-cubana
papa-aranhas-de-peito-estriado
papa-aranhas-de-faces-amarelas
papa-aranhas-calvo
papa-aranhas-de-bico-grosso
papa-aranhas-pálido
papa-aranhas-do-bornéu
papa-aranhas-filipino
papa-aranhas-de-lunetas
papa-aranhas-de-whitehead
papa-aranhas-pequeno
papa-aranhas-estriado
papa-aranhas-modesto
papa-aranhas-de-bico-longo
frango-d'água-de-barriga-branca
frango-d'água-de-pescoço-ruivo
saracura-três-potes
saracura-de-asa-vermelha
saracura-do-mangue
saracura-do-mato
frango-d'água-moreno
saracuruçu
frango-d'água-roncador
carão
jandaia-de-testa-vermelha
jandaia-verdadeira
cacaué
periquito-de-cabeça-preta
jandaia-amarela
periquito-de-cabeça-suja
perdiz-de-ainão
perdiz-de-faces-brancas
perdiz-de-dorso-barrado
perdiz-cambojana
perdiz-malaia
perdiz-da-formosa
perdiz-de-pescoço-laranja
perdiz-de-fuquiém
perdiz-do-bornéu
perdiz-javanesa
perdiz-de-peito-castanho
perdiz-oriental
perdiz-batak
perdiz-de-bico-vermelho
perdiz-do-sujuão
perdiz-de-garganta-ruiva
perdiz-de-samatra
perdiz-mascarada
tordina-malhada
jardineiro-de-archbold
colibri-de-garganta-preta
colibri-de-garganta-rubi
Lobo-marinho-da-Nova-Zelândia
Lobo-marinho-antártico
Lobo-marinho-australiano
Large Banded Grasshopper
garça-branca-grande
yellow-billed egret
garça-moura-europeia
garça-moura
garça-boieira-oriental
garça-gigante
garça-azul-grande
garça-malgaxe
garça-vaqueira
garça-de-barriga-branca
garça-branca-intermédia
garça-de-cabeça-preta
garça-de-pescoço-branco
plumed egret
garça-roxa
garça-de-sumatra
pardela-de-dorso-cinzento
pardela-de-patas-rosadas
pardela-de-patas-rosadas
pardela-de-barrete
pardela-escura
pardela-rabilonga
pardela-de-cauda-curta
papa-ratos-chinês
papa-ratos-indiano
papa-ratos-malgaxe
garça-caranguejeira
papa-ratos-de-barriga-ruiva
papa-ratos-javanês
abetarda-do-sara
abetarda-australiana
abetarda-gigante
abetarda-indiana
vira-pedras
rola-do-mar-fusca
argos-real
zaragateiro-de-bico-amarelo
zaragateiro-do-iraque
zaragateiro-de-aylmer
zaragateiro-indiano
zaragateiro-de-cabeça-cinzenta
zaragateiro-estriado
zaragateiro-fulvo
zaragateiro-de-garganta-branca
zaragateiro-do-afeganistão
zaragateiro-de-bico-fino
zaragateiro-cinzento-grande
zaragateiro-ferrugíneo
zaragateiro-de-bico-laranja
zaragateiro-árabe
zaragateiro-dos-matos
zaragateiro-ruivo
bulbul-de-garganta-verde
bulbul-de-cabeça-escura
bulbul-de-peito-oliváceo
bulbul-das-misuku
tuta-do-milange
bulbul-camaronês
bulbul-das-uluguru
bulbul-do-kilimanjaro
bulbul-de-faces-estriadas
bulbul-de-garganta-cinzenta
estorninho-de-abbott
tico-tico-de-coroa-preta
tico-tico-de-sobrancelha-cinzenta
tico-tico-de-cabeça-preta
tico-tico-de-bico-laranja
yellow-mandibled sparrow
tico-tico-de-bangs
tico-tico-de-coroa-castanha
tico-tico-de-peito-oliváceo
tico-tico-costa-riquenho
tico-tico-de-faces-sujas
tico-tico-de-dorso-musgoso
tico-tico-de-bico-amarelo/de-costas-cinza
tico-tico-do-são-francisco
marañon sparrow
tico-tico-de-perijá
tico-tico-de-caracas
tico-tico-de-paria
tico-tico-d'asa-dourada
tico-tico-do-mato
tico-tico-de-bico-preto
tico-tico-de-sobrancelha-branca
tico-tico-de-listas-verdes
tico-tico-de-costas-verdes
tico-tico-cantor
tico-tico-azeitona
tico-tico-do-tocuyo
monarca-de-colar-ruivo
monarca-alvinegro
monarca-do-cabo-york
monarca-franzido
vanga-de-cabeça-branca
andorinha-do-mato-de-face-preta
andorinha-do-bosque-sombria
andorinha-do-bosque-cinzenta
andorinha-do-bosque-das-bismarck
andorinha-do-mato-de-peito-branco
andorinha-do-bosque-grande
andorinha-do-bosque-das-fiji
andorinha-do-bosque-pequena
andorinha-do-bosque-de-celebes
andorinha-do-bosque-mascarada
andorinha-do-bosque-de-sobrancelha-branca
tico-tico-de-bell
tico-tico-das-artemísias
Riviersonderend Moss Frog
Drakenstein Moss Frog
Drewes' moss frog
Kogelberg Moss Frog
Landdross Moss frog
Peninsula Moss Frog
Rough Moss Frog
Northern Moss Frog
De Villiers's Moss Frog
Sapo-de-patas-de-pá do Norte
Bush Squeaker
Dwarf Squeaker
Morcego-da-fruta-jamaicano
Morcego-da-cara-branca
costureiro-africano
costureiro-de-moreau
papa-moscas-fuliginoso
papa-moscas-de-ussher
felosa-de-bico-grosso
freirinha
mangrove cicada
White Drummer
Campanhol-aquático-europeu
pato-d'asa-branca
Geoffroy's Trident Leaf-nosed Bat
cigarra-preta
cigarra-parda
eptianuro-de-ashby
Brown Speckled Cicada
bufo-abissínio
coruja-moura
coruja-orelhuda
mocho-dos-banhados
coruja-jamaicana
bufo-malgaxe
bufo-pequeno
bufo-das-salomão
mocho-diabo
momoto-de-garganta-azul
Pouched Frog
cesteiro-austral
cesteiro-de-arequipa
rabo-espinhoso-de-ayacucho
lenheiro
cesteiro-do-illampu
rabo-espinhoso-de-mérida
cesteiro-creme
cesteiro-flamulado
rabo-espinhoso-de-queixo-branco
rabo-espinhoso-pardo
rabo-espinhoso-de-garganta-preta
rabo-espinhoso-da-puna
cesteiro-de-iquico
cesteiro-de-huancavelica
joão-platino
cesteiro-de-garganta-riscada
lenheiro-da-serra-do-cipó
cesteiro-estriado
cesteiro-pálido
garrincha-chorona
cesteiro-de-testa-ruiva
rabo-espinhoso-de-junín
rabo-espinhoso-de-perijá
cesteiro-peruano
lenheiro-de-rabo-comprido
cesteiro-de-testa-riscada
rabo-espinhoso-de-vilcabamba
cesteiro-de-junín
cesteiro-de-dorso-riscado
ave-do-paraíso-de-fitas
ave-do-paraíso-das-arfak
ave-do-paraíso-de-rothschild
ave-do-paraíso-esplêndida
ave-do-paraíso-de-stephanie
açor-americano
gavião-bombachinha-grande
gavião-chileno
gavião-de-cooper
açor
gavião-cubano
açor-malgaxe
açor-preto
açor-de-meyer
maria-de-olho-claro
Macaco-aranha-branco
Macaco-aranha-peruano
Macaco-aranha-de-cara-preta
Macaco-aranha-de-Geoffroy
Macaco-aranha-marrom
Macaco-aranha-de-cara-branca
Macaco-aranha-de-cara-vermelha
Cachorro-do-mato-de-orelhas-curtas
rolieiro-terrestre-de-cabeça-ruiva
rolieiro-terrestre-de-cabeça-azul
mocho-da-floresta
mocho-brâmane
coruja-buraqueira
mocho-de-guadalcanal
mocho-das-salomão-ocidentais
mocho-de-malaita
mocho-galego
mocho-de-makira
mocho-de-sobrancelhas
Mangusto-dos-pântanos
bulbul-de-garganta-amarela
pale-throated greenbul
Protean Shieldback
Esquilo-terrestre-da-barbária
tico-tico-de-cabeça-branca
tico-tico-de-nuca-branca
tico-tico-de-freio
tico-tico-de-antioquia
tico-tico-de-cuzco
tico-tico-de-listas-amarelas
tico-tico-do-chocó
tico-tico-de-cabeça-amarela
tico-tico-do-apurímac
tico-tico-de-cabeça-fulva
tico-tico-sombrio
tico-tico-de-peito-amarelo
tico-tico-de-lágrimas
tico-tico-d'asa-branca
tico-tico-verde-e-amarelo
